, ,instrument date,district,property,floor,unit,area_sq.ft.,price,price/sq.ft.,source,e_n,long_lat
8846, ,01/04/2019,Fanling,"No. 0002, Wo Fung Building, Yip Wo Street, Fanling, New Territories",1,A,7215,101010.0,@$14,Market,"(833127, 839193)","(114.146350218, 22.492322225)"
8847, ,01/04/2019,Kowloon Bay,"No. 0019, Kenning Industrial Building, Wang Hoi Road, Kowloon Bay, Kowloon",9,6,572,12000.0,@$21,Market,"(839729, 820533)","(114.210467775, 22.323812567)"
8848, ,01/04/2019,Wong Chuk Hang,"No. 0044, Sing Teck Factory Building, Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong",10,B,1927,25000.0,@$13,Market,"(835255, 812203)","(114.16704714, 22.248590604)"
8849, ,01/04/2019,Kwun Tong,"No. 0448-0458, Kwun Tong Industrial Centre Block 3, Kwun Tong Road, Kwun Tong, Kowloon",8,M,1973,33541.0,@$17,Market,"(841478, 819101)","(114.227439382, 22.310876346)"
8850, ,01/04/2019,Tuen Mun,"No. 1, Playmates Factory Building, Tin Hau Road, Tuen Mun, New Territories",10,Phase02,10550,126600.0,@$12,Market,"(815118, 828335)","(113.971483922, 22.394142032)"
8851, ,01/04/2019,Kwun Tong,"No. 0059, King Yip Factory Building, King Yip Street, Kwun Tong, Kowloon",7,B(31),133,5000.0,@$38,Market,"(841344, 818880)","(114.22613816, 22.308880984)"
8852, ,01/04/2019,Chai Wan,"No. 0010, Sunrise Industrial Building, Hong Man Street, Chai Wan, Hong Kong",4,C403,425,6200.0,@$15,Market,"(842274, 814152)","(114.235146317, 22.266181192)"
8853, ,01/04/2019,Kwun Tong,"No. 0055, Winner Factory Building, Hung To Road, Kwun Tong, Kowloon",14,F,1563,23800.0,--,Market,"(840966, 819091)","(114.222470199, 22.310787515)"
8854, ,01/04/2019,Kwun Tong,"No. 0044-0046, Century Centre (KT), Hung To Road, Kwun Tong, Kowloon",10,07(J),489,7500.0,@$15,Market,"(840844, 819135)","(114.22128627, 22.31118519)"
8855, ,01/04/2019,San Po Kong,"No. 0106, Prince Industrial Building, King Fuk Street, San Po Kong, Kowloon",18,A(08),758,10500.0,@$14,Market,"(838548, 821708)","(114.199006344, 22.334425476)"
8856, ,01/04/2019,Tuen Mun,"No. 5, Kwong Kin Trade Centre, Kin Fat Street, Tuen Mun, New Territories",16,2,1103,11500.0,@$10,Market,"(814747, 828642)","(113.967876967, 22.396909765)"
8857, ,01/04/2019,Tsim Sha Tsui,"Shop C&D on G/F, & Unit A-B on 1/F, Mercantile House, No.0184A-0186 Nathan Road, Tsim Sha Tsui, Kowloon",-,-,3710,220000.0,@$59,Market,"(835769, 818235)","(114.17203164, 22.303063665)"
8858, ,01/04/2019,Tai Po,"Shop  on G/F, , Yuk Yin Building, No.0065A-0067 Fu Shin Street, Tai Po, New Territories",-,-,3000,50000.0,@$17,Market,"(834992, 834431)","(114.164478075, 22.449321748)"
8859, ,01/04/2019,Wan Chai,"Shop  on 7/F, Kwan Chart Tower, No.0006 Tonnochy Road, Wan Chai, Hong Kong",-,-,4693,150000.0,@$32,Market,"(836375, 815594)","(114.177912589, 22.279213849)"
8868, ,16/05/2019,Tsuen Wan,"No. 0001, Grand City Plaza, Sai Lau Kok Road, Tsuen Wan, New Territories",9,8,608,14896.0,@$25,Land Registry,"(829829.879, 826178.898)","(114.114361487, 22.374789626)"
8869, ,16/05/2019,To Kwa Wan,"No. 0108, Gee Chang Industrial Building, Lok Shan Road, To Kwa Wan, Kowloon",G,C,2050,24600.0,@$12,Market,"(837671, 819582)","(114.190491429, 22.315227386)"
8870, ,16/05/2019,Fo Tan,"No. 0037-0039, Fonda Industrial Building, Au Pui Wan Street, Fo Tan, New Territories",10,12,787,11000.0,@$14,Market,"(838116, 828680)","(114.194821002, 22.397386937)"
8871, ,16/05/2019,Tuen Mun,"No. 0007-0009, Koon Wah Mirror Fty (6th) Ind. Bldg. 2, Ho Tin Street, Tuen Mun, New Territories",14,STORE,155,2380.0,@$15,Market,"(814836, 828773)","(113.96873951, 22.398093868)"
8872, ,02/05/2019,Shatin,"Shop 311 on 3/F, Kings Wing Plaza II, No.0001 On Kwan Street, Shatin, New Territories",-,-,852,29820.0,@$35,Market,"(839561.7, 827781.1)","(114.208858874, 22.389267239)"
8873, ,02/05/2019,Kwai Chung,"Shop 12 on G/F, G/F, Cheong Wang Mansion, No.0539 Castle Peak Road, Kwai Chung, New Territories",-,-,500,16000.0,@$32,Market,"(831770, 825548)","(114.133201451, 22.369098456)"
8874, ,02/05/2019,North Point,"No. 0183, AIA Tower, Electric Road, North Point, Hong Kong",14,1402-03A,1434,74568.0,@$52,Market,"(837874, 816609)","(114.192458695, 22.288379194)"
8875, ,02/05/2019,Sheung Wan,"No. 0168, Shun Tak Centre, China Merchants Tower, Connaught Road Central, Sheung Wan, Hong Kong",33,26,1430,108680.0,@$76,Market,"(833760, 816519)","(114.152537297, 22.287565372)"
8876, ,02/05/2019,Wan Chai,"No. 0408, Workingfield Commercial Building, Jaffe Road, Wan Chai, Hong Kong",12,01-02,835,28000.0,@$34,Market,"(836628, 815689)","(114.180367519, 22.280071725)"
8877, ,02/05/2019,Mong Kok,"No. 0688, Argyle Centre Phase I, Nathan Road, Mong Kok, Kowloon",20,1,542,29268.0,@$54,Market,"(835515, 820121)","(114.16956573, 22.32009529)"
8878, ,02/05/2019,Jordan,"No. 0083, Austin Plaza, Austin Road, Jordan, Kowloon",9,1,1263,36627.0,@$29,Market,"(835663, 818276.7)","(114.171002912, 22.303440207)"
8879, ,02/05/2019,Prince Edward,"No. 0155, Capricorn Centre, Sai Yeung Choi Street North, Prince Edward, Kowloon",9,B,635,25400.0,@$40,Market,"(835412, 820702)","(114.168565701, 22.325342016)"
8896, ,02/09/2019,Central,"No. 0050, World Trust Tower, Stanley Street, Central, Hong Kong",7,C,522,17748.0,@$34,Market,"(834022, 815993)","(114.155080419, 22.28281562)"
8897, ,02/09/2019,Wan Chai,"No. 0128, Neich Tower, Gloucester Road, Wan Chai, Hong Kong",10,C-D,1284,47508.0,@$37,Market,"(836151, 815605)","(114.175739073, 22.279313186)"
8898, ,02/09/2019,Kowloon Station,"No. 0001, International Commerce Centre, Austin Road West, Kowloon Station, Kowloon",76,01A&07-08,12164,1240000.0,@$102,Market,"(834561, 818268)","(114.160308159, 22.303360905)"
8899, ,02/09/2019,Wan Chai,"No. 0021, The Phoenix, Luard Road, Wan Chai, Hong Kong",13,3,677,24372.0,@$36,Market,"(836480.5, 815079.9)","(114.178936206, 22.274571186)"
8900, ,24/09/2019,Central,"No. 0001, Glenealy Tower, Glenealy, Central, Hong Kong",17,02A,453,13590.0,@$30,Market,"(834037, 815650)","(114.155226446, 22.279718132)"
8901, ,24/09/2019,Chai Wan,"No. 0018, Cheung Tat Centre, Cheung Lee Street, Chai Wan, Hong Kong",3,06-08,3124,46860.0,@$15,Market,"(842359, 814036)","(114.235970571, 22.265133339)"
8902, ,24/09/2019,Tuen Mun,"No. 0003, Tai Hing Cotton Mill Limited, Tsing Yeung Circuit, Tuen Mun, New Territories",15,W/F,26086,286946.0,@$11,Market,"(815227, 829791)","(113.972523215, 22.407291702)"
8903, ,24/09/2019,Cheung Sha Wan,"No. 61-63, Global Gateway Tower, Wing Hong Street, Cheung Sha Wan, Kowloon",19,3,931,23000.0,@$25,Market,"(833315, 822237)","(114.148208596, 22.339201639)"
8904, ,24/09/2019,Kwun Tong,"No. 0047, High Win Factory Building, Hoi Yuen Road, Kwun Tong, Kowloon",13,G,770,12000.0,@$16,Market,"(841076, 819021)","(114.22353758, 22.310155069)"
8905, ,24/09/2019,Cheung Sha Wan,"No. 777-779, Tin On Industrial Building, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",9,A,8800,118000.0,@$13,Land Registry,"(833547, 822073)","(114.150460977, 22.337721007)"
8906, ,24/09/2019,Wong Chuk Hang,"No. 0002, One Island South, Heung Yip Road, Wong Chuk Hang, Hong Kong",16,25,715,17000.0,@$24,Market,"(835950.79, 812408.307)","(114.173797017, 22.25044493)"
8907, ,24/09/2019,Quarry Bay,"No. 0022, Oxford House, Westlands Road, Quarry Bay, Hong Kong",16,WF,10743,570000.0,@$53,Market,"(840046, 816471)","(114.213535076, 22.287129569)"
8908, ,24/09/2019,Sheung Wan,"No. 0280, Hing Yip Commercial Centre, Des Voeux Road Central, Sheung Wan, Hong Kong",9,06-07,808,35003.0,@$43,Market,"(833650, 816401)","(114.151470074, 22.286499595)"
8909, ,24/09/2019,Causeway Bay,"No. 0002-0020, Hang Lung Centre, Paterson Street, Causeway Bay, Hong Kong",21,12,516,30960.0,@$60,Market,"(837205, 815730)","(114.185966319, 22.280441762)"
8910, ,24/09/2019,Wan Chai,"No. 0365, IHome Centre, Lockhart Road, Wan Chai, Hong Kong",11,D,388,13580.0,@$35,Market,"(836509, 815614)","(114.17921282, 22.279394448)"
8911, ,24/09/2019,Chai Wan,"No. 0020, Chaiwan Industrial Centre, Lee Chung Street, Chai Wan, Hong Kong",14,B01,4367,65505.0,@$15,Market,"(842448, 814159)","(114.236834542, 22.266243792)"
8920, ,03/09/2019,Yau Tong,"Shop  on UG/F, Yau Tong Industrial Building Block 2, No.0016 Sze Shan Street, Yau Tong, Kowloon",-,-,10000,100000.0,@$10,Market,"(842278, 817237)","(114.235196688, 22.294040683)"
8921, ,03/09/2019,Yuen Long,"Shop 1,2 on G/F, G/F, Ho Yuet Bldg, No.0005 On Leung Lane, Yuen Long, New Territories",-,-,2000,43000.0,@$22,Market,"(820647, 833660)","(114.025124382, 22.442288457)"
8922, ,03/09/2019,Wong Chuk Hang,"No. 0028, Vertical Sq, Heung Yip Road, Wong Chuk Hang, Hong Kong",23,1,3890,116700.0,@$30,Market,"(835102, 812135)","(114.165562924, 22.247976422)"
8923, ,03/09/2019,Shek Mun,"No. 0002, Metropole Square, On Yiu Street, Shek Mun, New Territories",3,3,884,22100.0,@$25,Market,"(839481, 827868)","(114.208075387, 22.390052144)"
8924, ,03/09/2019,Yuen Long,"No. 22, The Rainbow, Wang Yip Street South, Yuen Long, New Territories",3,19,346,12000.0,@$35,Market,"(821817.782, 834063.328)","(114.036494238, 22.445940968)"
8925, ,03/09/2019,San Po Kong,"No. 0099/0101, Kai Tak Factory Building, King Fuk Street, San Po Kong, Kowloon",4,E(04),680,7500.0,@$11,Market,"(838466, 821765)","(114.198210448, 22.334940325)"
8926, ,03/09/2019,Tai Kok Tsui,"No. 37, Hing Yip Centre, Beech Street, Tai Kok Tsui, Kowloon",5,W/F,1452,23232.0,@$16,Market,"(834854, 820276)","(114.163149916, 22.321494618)"
8927, ,03/09/2019,San Po Kong,"No. 0025/0027, Galaxy Factory Building, Luk Hop Street, San Po Kong, Kowloon",3,B(02),350,4200.0,@$12,Market,"(838689, 821984)","(114.20037545, 22.336917721)"
8928, ,03/09/2019,San Po Kong,"No. 0025/0027, Galaxy Factory Building, Luk Hop Street, San Po Kong, Kowloon",1,20,384,6000.0,@$16,Market,"(838689, 821984)","(114.20037545, 22.336917721)"
8929, ,03/09/2019,Tsuen Wan,"No. 32-40, Houston Industrial Building, Wang Lung Street, Tsuen Wan, New Territories",13,J,1116,11000.0,@$10,Market,"(829994, 825145)","(114.115959129, 22.365453584)"
8930, ,03/09/2019,Yuen Long,"Shop A1 on G/F, , Koon Wong Mansion, No.0002-0018 Yuen Long On Ning Road, Yuen Long, New Territories",-,-,695,63000.0,@$91,Market,"(820634.61142, 834083.87311)","(114.024999867, 22.446116097)"
8931, ,03/09/2019,Sham Shui Po,"Shop A(98) on G/F, , No.0092-0098 Fuk Wing Street, Sham Shui Po, Kowloon",-,-,1000,90000.0,@$90,Land Registry,"(834764.71875, 821478.46875)","(114.162282217, 22.33235354)"
8932, ,03/09/2019,Kwun Tong,"No. 0002, Lu Plaza, Wing Yip Street, Kwun Tong, Kowloon",11,1,1949,46776.0,@$24,Market,"(841037, 818699)","(114.223158113, 22.307247323)"
8933, ,03/09/2019,Kwun Tong,"No. 0007, Legend Tower, Shing Yip Street, Kwun Tong, Kowloon",26,H03,1084,32520.0,@$30,Market,"(841354, 819099)","(114.226235909, 22.310858656)"
8934, ,03/09/2019,Cheung Sha Wan,"No. 0010, Billion Plaza II, Cheung Yue Street, Cheung Sha Wan, Kowloon",31,E,2280,79800.0,@$35,Market,"(833582, 822007)","(114.150800841, 22.337125044)"
8935, ,03/09/2019,Yuen Long,"No. 22, The Rainbow, Wang Yip Street South, Yuen Long, New Territories",9,3,358,11000.0,@$31,Market,"(821817.782, 834063.328)","(114.036494238, 22.445940968)"
8936, ,03/09/2019,Fo Tan,"No. 0011, CCT Telecom Building, Wo Shing Street, Fo Tan, New Territories",20,6,1954,35172.0,@$18,Market,"(838420, 828690)","(114.197773273, 22.397476887)"
8937, ,03/09/2019,Kwai Chung,"No. 0301-0305, iPLACE, Castle Peak Road, Kwai Chung, New Territories",17,2,342,8000.0,@$23,Market,"(831257.614, 824237.62)","(114.128230594, 22.357263597)"
8938, ,03/09/2019,Fanling,"No. 0030, Sun Ling Plaza, On Kui Street, Fanling, New Territories",2,5,1110,14430.0,@$13,Market,"(833164, 839891)","(114.146708418, 22.49862551)"
8939, ,03/09/2019,Wan Chai,"Unit  on 1/F, Fook Wo Building, No.0010-0020 Tai Wo Street, Wan Chai, Hong Kong",-,-,3875,132000.0,@$34,Market,"(835961, 815249)","(114.173895532, 22.276098255)"
8952, ,29/08/2019,San Po Kong,"No. 0008, Lee Ka Industrial Building, Ng Fong Street, San Po Kong, Kowloon",11,C-D(62),185,3000.0,@$16,Market,"(838601, 822111)","(114.199521404, 22.338064726)"
8953, ,29/08/2019,Kwun Tong,"No. 0030, Winful Centre, Shing Yip Street, Kwun Tong, Kowloon",11,8,1148,20664.0,@$18,Market,"(841400, 818952)","(114.226681885, 22.309531021)"
8954, ,29/08/2019,Wan Chai,"No. 0138, Allied Kajima Building, Gloucester Road, Wan Chai, Hong Kong",19,2,1410,77550.0,@$55,Market,"(836217, 815595)","(114.176379485, 22.279222883)"
8955, ,29/08/2019,Prince Edward,"No. 0794, Officeplus @prince Edward, Nathan Road, Prince Edward, Kowloon",7,6,560,11500.0,@$21,Market,"(838954, 826732)","(114.202955847, 22.37979438)"
8956, ,29/08/2019,Cheung Sha Wan,"No. 500, Por Mee Factory Building, Castle Peak Road, Cheung Sha Wan, Kowloon",13,C,4740,66360.0,@$14,Market,"(833711, 822325)","(114.152052561, 22.339996963)"
8957, ,29/08/2019,Cheung Sha Wan,"No. 23-27, Alexandra Industrial Building, Wing Hong Street, Cheung Sha Wan, Kowloon",5,A(23),372,7200.0,@$19,Market,"(833104, 822164)","(114.146160492, 22.338542032)"
8958, ,29/08/2019,Cheung Sha Wan,"No. 23-27, Alexandra Industrial Building, Wing Hong Street, Cheung Sha Wan, Kowloon",7,A(721),288,5200.0,@$18,Market,"(833104, 822164)","(114.146160492, 22.338542032)"
8959, ,29/08/2019,San Po Kong,"No. 0106, Prince Industrial Building, King Fuk Street, San Po Kong, Kowloon",24,A36,493,11800.0,@$24,Market,"(838548, 821708)","(114.199006344, 22.334425476)"
8960, ,07/08/2019,Kwun Tong,"No. 0005, Chen Yip Industrial Building, Lai Yip Street, Kwun Tong, Kowloon",11,C,3650,40150.0,@$11,Market,"(840425, 819493)","(114.217220638, 22.314419208)"
8961, ,07/08/2019,Kwun Tong,"No. 0059, Pang Kwong Building, Hung To Road, Kwun Tong, Kowloon",3,(301),230,4500.0,@$20,Market,"(841014, 819022)","(114.222935853, 22.310164271)"
8962, ,07/08/2019,Hung Hom,"Shop 1 on G/F, , No.0015B Station Lane, Hung Hom, Kowloon",-,-,208,26000.0,@$125,Market,"(837200.97875, 818761.088090001)","(114.185929072, 22.307814377)"
8963, ,07/08/2019,North Point,"No. 0191, K Wah Centre, Java Road, North Point, Hong Kong",11,03-04,1869,60000.0,@$32,Market,"(839135, 817128)","(114.204696147, 22.293064449)"
8964, ,07/08/2019,Kowloon Bay,"No. 0001, YHC Tower, Sheung Yuet Road, Kowloon Bay, Kowloon",23,D,1656,43056.0,@$26,Market,"(839335, 820301)","(114.206643059, 22.321718219)"
8965, ,07/08/2019,Kowloon Bay,"No. 0003, Enterprise Square Phase 2, Sheung Yuet Road, Kowloon Bay, Kowloon",32,"01,02,03&05",4748,104456.0,@$22,Market,"(839491, 820092)","(114.208156793, 22.31983054)"
8966, ,07/08/2019,Kowloon Bay,"No. 0017, Goldin Financial Global Centre, Kai Cheung Road, Kowloon Bay, Kowloon",14,2,18270,566370.0,@$31,Market,"(839332, 820745)","(114.206614791, 22.325727805)"
8967, ,07/08/2019,Fo Tan,"No. 0057-0059, Leader Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",8,11,1138,13656.0,@$12,Market,"(837902, 828875)","(114.192742968, 22.399148104)"
8968, ,31/07/2019,Tin Shui Wai,"Shop L19,20,21 on G/F, , Grandeur Terrace, No.0088 Tin Shui Road, Tin Shui Wai, New Territories",-,-,1060,155000.0,@$146,Market,"(818177.5, 836658.3)","(114.001100409, 22.469339977)"
8969, ,31/07/2019,Wong Chuk Hang,"No. 0011, Southmark Tower A, Yip Hing Street, Wong Chuk Hang, Hong Kong",8,3,863,17260.0,@$20,Market,"(835107.36031, 812285.439400001)","(114.165614816, 22.249334995)"
8970, ,31/07/2019,Kwun Tong,"Shop 58 & 58A on , Laguna Plaza, No.0088 Cha Kwo Ling Road, Kwun Tong, Kowloon",-,-,789,65487.0,@$83,Market,"(841543, 818683)","(114.228068854, 22.307101356)"
8971, ,31/07/2019,Tai Po,"Shop D on G/F, , No.0103 Kwong Fuk Road, Tai Po, New Territories",-,-,110,35000.0,@$318,Market,"(835446.56688, 834257.64838)","(114.168894275, 22.447756582)"
8972, ,31/07/2019,Central,"No. 0059-0065, Asia Standard Tower, Queen's Road Central, Central, Hong Kong",4,WF,6162,338910.0,@$55,Market,"(834080, 816016)","(114.155643187, 22.2830234)"
8973, ,31/07/2019,Kwun Tong,"No. 0133, MG Tower, Hoi Bun Road, Kwun Tong, Kowloon",12,H,2280,50160.0,@$22,Market,"(840750.25, 818907.625)","(114.220375752, 22.309132104)"
8974, ,31/07/2019,Kwun Tong,"No. 133, MG Tower, Hoi Bun Road, Kwun Tong, Kowloon",12,H,2280,50160.0,@$22,Market,"(840750.25, 818907.625)","(114.220375752, 22.309132104)"
8975, ,31/07/2019,Cheung Sha Wan,"No. 55, Kimberland Centre, Wing Hong Street, Cheung Sha Wan, Kowloon",20,3,901,18800.0,@$21,Market,"(833279, 822218)","(114.147859167, 22.339029996)"
8976, ,31/07/2019,Kwai Chung,"No. 51-53, Kowloon Commerce Centre Tower A, Kwai Cheong Road, Kwai Chung, New Territories",35,W/F,21000,735000.0,@$35,Market,"(831709, 824711)","(114.132611564, 22.361539733)"
8977, ,31/07/2019,Tsuen Wan,"Shop A5 on G/F, , Sam Wo Bldg, No.0014-0024 Chung On Street, Tsuen Wan, New Territories",-,-,400,78000.0,@$195,Market,"(830208, 825812)","(114.118034358, 22.371477718)"
8978, ,31/07/2019,Tseung Kwan O,"Shop G02 on , PopWalk I, No.0012 Tong Chun Street, Tseung Kwan O, New Territories",-,-,2034,110000.0,@$54,Market,"(844920, 818630)","(114.26084273, 22.306609071)"
8979, ,31/07/2019,Causeway Bay,"No. 0044-0048, Fortune Centre, Yun Ping Road, Causeway Bay, Hong Kong",12,3,1118,47500.0,@$42,Market,"(837043.8, 815611.7)","(114.184402093, 22.279373518)"
9004, ,15/10/2019,Tuen Mun,"Shop G18 on G/F, , Oceania Heights Plaza, No.0002 Hoi Chu Road, Tuen Mun, New Territories",-,-,1261,100000.0,@$79,Market,"(815110, 827190)","(113.971421418, 22.383802059)"
9005, ,15/10/2019,Kowloon Bay,"No. 0008, Mega Cube, Wang Kwong Road, Kowloon Bay, Kowloon",3,1,1537,29203.0,@$19,Market,"(839239, 820592)","(114.205711811, 22.324346289)"
9006, ,15/10/2019,Kwun Tong,"No. 0062, Camelpaint Building Block 1, Hoi Yuen Road, Kwun Tong, Kowloon",5,A(16),98,5000.0,@$51,Market,"(841228.8641, 819081.1207)","(114.225021362, 22.310697561)"
9007, ,15/10/2019,Tsuen Wan,"Shop 08 on G/F, , Hing Hing Building, No.0001-0017 Tai Ho Road, Tsuen Wan, New Territories",-,-,300,69000.0,@$230,Market,"(830119, 825927)","(114.117169764, 22.372515913)"
9008, ,15/10/2019,Kwai Fong,"Shop B0070 on 1/F(L3), Kwai Chung Plaza (B), No.0007-0011 Kwai Foo Road, Kwai Fong, New Territories",-,-,559,58000.0,@$104,Market,"(831151, 824347)","(114.127195173, 22.358251044)"
9009, ,15/10/2019,Tai Po,"Shop D on G/F, , Tony Court, No.0006-0016 Tung Cheong Street, Tai Po, New Territories",-,-,2000,52000.0,@$26,Market,"(835510, 834287)","(114.169510506, 22.44802167)"
9010, ,15/10/2019,Wan Chai,"No. 0151, Capital Centre, Gloucester Road, Wan Chai, Hong Kong",13,3,1123,50535.0,@$45,Market,"(836307, 815633)","(114.177252773, 22.279566047)"
9011, ,15/10/2019,Central,"No. 0107, Yu Sung Boon Building, Des Voeux Road Central, Central, Hong Kong",8,8,250,10000.0,@$40,Market,"(834077, 816222)","(114.155613796, 22.284883706)"
9012, ,15/10/2019,Wan Chai,"No. 0228, Jonsim Place, Queen's Road East, Wan Chai, Hong Kong",9,B,656,19680.0,@$30,Market,"(835865, 815089)","(114.172964086, 22.274653333)"
9013, ,15/10/2019,Central,"No. 0008, Two International Finance Centre, Finance Street, Central, Hong Kong",68-69,WF,44831,9860000.0,@$220,Land Registry,"(834446.6, 816275.8)","(114.15920018, 22.285369983)"
9014, ,15/10/2019,Shek Mun,"No. 0003, Delta House, On Yiu Street, Shek Mun, New Territories",6,13,724,14480.0,@$20,Market,"(839609, 827899)","(114.209318443, 22.390331846)"
9015, ,15/10/2019,Tsuen Wan,"No. 11, One Midtown, Hoi Shing Road, Tsuen Wan, New Territories",29,12,1040,21840.0,@$21,Market,"(824155, 825435)","(114.059265238, 22.36804119)"
9016, ,15/10/2019,Central,"Unit  on 1/F, No.0049-0051 Hollywood Road, Central, Hong Kong",-,-,2382,280000.0,@$118,Market,"(833581.9081, 816115.376329999)","(114.150809809, 22.283920128)"
9017, ,15/10/2019,Tuen Mun,"Shop 08 on UG/F, Oceania Heights Plaza, No.0002 Hoi Chu Road, Tuen Mun, New Territories",-,-,350,45000.0,@$129,Market,"(815110, 827190)","(113.971421418, 22.383802059)"
9018, ,15/10/2019,Causeway Bay,"No. 0009, Progress Commercial Building, Irving Street, Causeway Bay, Hong Kong",21,5,395,16000.0,@$41,Market,"(837253.6, 815550.5)","(114.186437788, 22.278820736)"
9019, ,15/10/2019,Kwai Chung,"No. 21-23, Vanta Industrial Centre, Tai Lin Pai Road, Kwai Chung, New Territories",14,14,2212,23000.0,@$10,Market,"(831890, 825065)","(114.134367903, 22.364737016)"
9040, ,01/02/2019,Kwun Tong,"No. 0396, Everest Industrial Centre, Kwun Tong Road, Kwun Tong, Kowloon",G,H(06),308,13860.0,@$45,Market,"(840963.11521309, 819401.96354075)","(114.222443114, 22.31359571)"
9041, ,01/02/2019,Chai Wan,"No. 0027, Tak King Industrial Building, Cheung Lee Street, Chai Wan, Hong Kong",16,01(D),220,5500.0,@$25,Market,"(842344, 814052)","(114.235825099, 22.265277882)"
9042, ,01/02/2019,Kowloon Bay,"No. 0021, Metro Centre II, Lam Hing Street, Kowloon Bay, Kowloon",19,33,575,11000.0,@$19,Market,"(839766, 820674)","(114.210827216, 22.325085805)"
9043, ,01/02/2019,Kwun Tong,"No. 0060, Camelpaint Building Block 3, Hoi Yuen Road, Kwun Tong, Kowloon",11,B01,1039,22858.0,@$22,Market,"(841228.8641, 819081.1207)","(114.225021362, 22.310697561)"
