, ,instrument date,district,property,floor,unit,area_sq.ft.,price,price/sq.ft.,source,e_n,long_lat
17172, ,15/07/2019,Kowloon City,"Shop 12 (106) on G/F, , No.0078-0114 Lion Rock Road, Kowloon City, Kowloon",-,-,750,68000.0,@$91,Market,"(837434.84375, 821196.9375)","(114.188200553, 22.329811403)"
17173, ,15/07/2019,Kowloon City,"Shop  on G/F, , No.0044 Lion Rock Road, Kowloon City, Kowloon",-,-,1800,60000.0,@$33,Market,"(837434.84375, 821196.9375)","(114.188200553, 22.329811403)"
17174, ,15/07/2019,Causeway Bay,"Unit  on 28/F, V Point, No.0018 Tang Lung Street, Causeway Bay, Hong Kong",-,-,4507,290000.0,@$64,Market,"(836829.4117, 815600.393370001)","(114.182321836, 22.279271496)"
17175, ,15/07/2019,Mong Kok,"Shop  on G/F, , No.0920 Canton Road, Mong Kok, Kowloon",-,-,1040,30500.0,@$29,Land Registry,"(835277.40388, 819960.010609999)","(114.167259717, 22.318641341)"
17176, ,15/07/2019,Jordan,"No. 0080, Ocean Building, Shanghai Street, Jordan, Kowloon",19,2,475,13200.0,@$28,Market,"(835488, 818441)","(114.169304481, 22.304923867)"
17177, ,15/07/2019,Cheung Sha Wan,"No. 0838, Laford Centre, Lai Chi Kok Road, Cheung Sha Wan, Kowloon",11,09-10,2425,53350.0,@$22,Market,"(833239, 821840)","(114.147471589, 22.335616369)"
17178, ,15/07/2019,Kowloon Bay,"No. 0026, Hope Sea Industrial Centre, Lam Hing Street, Kowloon Bay, Kowloon",4,7,923,14500.0,@$16,Market,"(839647, 820601)","(114.209672005, 22.32442681)"
17179, ,15/07/2019,Kowloon Bay,"No. 8, Megacube, Wang Kwong Road, Kowloon Bay, Kowloon",8,15,514,13000.0,@$25,Market,"(839239, 820592)","(114.205711811, 22.324346289)"
17192, ,10/09/2019,Kwun Tong,"No. 0036, Ricky Centre, Chong Yip Street, Kwun Tong, Kowloon",6,3,374,8800.0,@$24,Market,"(840627, 819482)","(114.219181144, 22.314319372)"
17193, ,10/09/2019,Cheung Sha Wan,"No. 700, Charm Centre, Castle Peak Road, Cheung Sha Wan, Kowloon",10,1,1528,33616.0,@$22,Market,"(833055, 822081)","(114.145685001, 22.337792404)"
17194, ,10/09/2019,Kwun Tong,"No. 52-56, COS centre, Tsun Yip Street, Kwun Tong, Kowloon",2,D,1140,45600.0,@$40,Market,"(840992, 819129)","(114.222722651, 22.311130606)"
17195, ,10/09/2019,Kwun Tong,"No. 0059, Pang Kwong Building, Hung To Road, Kwun Tong, Kowloon",3,(309),190,3990.0,@$21,Market,"(841014, 819022)","(114.222935853, 22.310164271)"
17196, ,10/09/2019,Kwun Tong,"No. 0012, Wing Tai Centre, Hing Yip Street, Kwun Tong, Kowloon",1,B(26),234,5616.0,@$24,Market,"(841204, 818934)","(114.224779594, 22.309369044)"
17197, ,10/09/2019,Fo Tan,"No. 0002-0008, International Industrial Centre, Kwei Tei Street, Fo Tan, New Territories",18,T,460,7500.0,@$16,Market,"(837844, 829037)","(114.192179862, 22.4006111)"
17198, ,10/09/2019,Sheung Shui,"Shop 211 on , Landmark North, No.0039 Lung Sum Avenue, Sheung Shui, New Territories",-,-,388,124451.0,@$321,Land Registry,"(831221.2, 840334.6)","(114.127826055, 22.502626753)"
17199, ,10/09/2019,Yuen Long,"No. 0022, The Rainbow, Wang Yip Street South, Yuen Long, New Territories",9,7,358,11098.0,@$31,Market,"(821817.782, 834063.328)","(114.036494238, 22.445940968)"
17200, ,18/09/2019,Chai Wan,"No. 0029-0031, Trend Centre, Cheung Lee Street, Chai Wan, Hong Kong",28,3,351,8000.0,@$23,Market,"(842296.7381, 814123.5787)","(114.235366822, 22.26592445)"
17201, ,18/09/2019,Cheung Sha Wan,"No. 61-63, Global Gateway Tower, Wing Hong Street, Cheung Sha Wan, Kowloon",16,13,1077,28002.0,@$26,Market,"(833315, 822237)","(114.148208596, 22.339201639)"
17202, ,18/09/2019,Kwun Tong,"No. 0055, Hoi Luen Industrial Centre Block A, Hoi Yuen Road, Kwun Tong, Kowloon",7,26,886,16000.0,@$18,Market,"(841111, 819091)","(114.223877478, 22.310787113)"
17203, ,18/09/2019,Mong Kok,"Shop  on G/F, , No.0158A Tung Choi Street, Mong Kok, Kowloon",-,-,650,95000.0,@$146,Market,"(835660.59375, 819806.90625)","(114.170978984, 22.317258894)"
17204, ,18/09/2019,Sham Shui Po,"Shop 3-9 & 11 on G/F, , No.0070 Tai Po Road, Sham Shui Po, Kowloon",-,-,6530,150000.0,@$23,Market,"(834621.14706, 822424.2457)","(114.160887615, 22.340894318)"
17205, ,18/09/2019,Sheung Wan,"No. 0168-0200, Shun Tak Centre, West Tower, Connaught Road Central, Sheung Wan, Hong Kong",37,6,2332,186560.0,@$80,Market,"(833718.547, 816460.895)","(114.152135139, 22.287040587)"
17206, ,18/09/2019,Hung Hom,"No. 0039, Hunghom Commercial Centre Tower A, Ma Tau Wai Road, Hung Hom, Kowloon",12,6,2618,47124.0,@$18,Market,"(837415, 819009)","(114.188006363, 22.310053042)"
17207, ,18/09/2019,Kwun Tong,"No. 0020-0024, Elite Centre, Hung To Road, Kwun Tong, Kowloon",17,WF,11875,288800.0,@$24,Land Registry,"(840629.6, 819361.6)","(114.21920605, 22.313232081)"
17220, ,28/03/2019,Cheung Sha Wan,"No. 555, Yee Kuk Industrial Centre, Yee Kuk Street, Cheung Sha Wan, Kowloon",9,3,2309,34635.0,@$15,Market,"(833787, 821609)","(114.152791431, 22.333531182)"
17221, ,28/03/2019,Shek Mun,"No. 0003, Kings Wing Plaza 1, On Kwan Street, Shek Mun, New Territories",1,161,195,12000.0,@$62,Market,"(839502.7, 827757.8)","(114.208285889, 22.389056941)"
17222, ,28/03/2019,Kwun Tong,"No. 0051, Southtex Building, Tsun Yip Street, Kwun Tong, Kowloon",10,E,412,7004.0,@$17,Market,"(840877, 819096)","(114.221606436, 22.310832909)"
17223, ,28/03/2019,Sheung Shui,"No. 0039, Landmark North, Lung Sum Avenue, Sheung Shui, New Territories",15,22-23,2952,75276.0,@$26,Land Registry,"(831324, 844187)","(114.128813116, 22.537415643)"
17224, ,28/03/2019,Sheung Shui,"No. 0039, Landmark North, Lung Sum Avenue, Sheung Shui, New Territories",21,19,752,18274.0,@$24,Land Registry,"(831324, 844187)","(114.128813116, 22.537415643)"
17225, ,28/03/2019,To Kwa Wan,"Shop 54 (40) on G/F, , Honour Bulding, No.0078-0080W To Kwa Wan Road, To Kwa Wan, Kowloon",-,-,1350,30000.0,@$22,Market,"(837409.9375, 819506.467529999)","(114.187957585, 22.314545476)"
17226, ,28/03/2019,Tsim Sha Tsui,"Shop B on G/F, , Lip Seng Mansion, No.0015-0019 Carnarvon Road, Tsim Sha Tsui, Kowloon",-,-,900,150000.0,@$167,Market,"(835906, 817665)","(114.17336133, 22.297916248)"
17227, ,28/03/2019,Mong Kok,"Shop B1(149A) on G/F, G/F, Cheung Hing House, No.0147-0149 Portland Street, Mong Kok, Kowloon",-,-,300,50000.0,@$167,Market,"(835300.17847, 820688.7454)","(114.167480327, 22.32522226)"
17228, ,28/03/2019,Quarry Bay,"Shop 1A,1B on G/F, G/F, Bo Fung Gardens, No.1090-1094 King's Road, Quarry Bay, Hong Kong",-,-,600,138000.0,@$230,Market,"(840125, 816172)","(114.214300952, 22.284429236)"
17229, ,28/03/2019,Wan Chai,"No. 0099, Bayfield Building, Hennessy Road, Wan Chai, Hong Kong",15,1,682,18414.0,@$27,Market,"(835761.815, 815429.7841)","(114.171962788, 22.277730805)"
17230, ,28/03/2019,Kowloon Bay,"No. 0039, Enterprise Square Three, Wang Chiu Road, Kowloon Bay, Kowloon",17,8,2200,48400.0,@$22,Market,"(839556, 820098)","(114.208787696, 22.3198846)"
17231, ,28/03/2019,Sheung Wan,"No. 0069, 69 Jervois Street, Jervois Street, Sheung Wan, Hong Kong",28,WF,3976,147000.0,@$37,Market,"(833618, 816272)","(114.151159769, 22.285334595)"
17232, ,28/03/2019,Kwai Fong,"No. 0223, Metroplaza II, Hing Fong Road, Kwai Fong, New Territories",21,01A,1587,42849.0,@$27,Market,"(831069, 824254)","(114.126399365, 22.357410957)"
17233, ,28/03/2019,Shau Kei Wan,"No. 0030, Chit Lee Commercial Building, Shau Kei Wan Road, Shau Kei Wan, Hong Kong",1,6,259,6475.0,@$25,Market,"(840763, 816077)","(114.220491551, 22.283569779)"
17234, ,28/03/2019,Kwai Chung,"No. 0007-0009, Primoknit Industrial Building, Kung Yip Street, Kwai Chung, New Territories",2,2,1400,18900.0,@$14,Market,"(831886, 824843)","(114.134329675, 22.362732225)"
17235, ,28/03/2019,Fo Tan,"No. 0002-0016, On Shing Industrial Building, Wo Liu Hang Road, Fo Tan, New Territories",8,B,5300,68900.0,@$13,Market,"(838316, 828635)","(114.196763219, 22.396980336)"
17236, ,28/03/2019,Sheung Shui,"No. 0039, Landmark North, Lung Sum Avenue, Sheung Shui, New Territories",11,9,724,19186.0,@$27,Land Registry,"(831324, 844187)","(114.128813116, 22.537415643)"
17237, ,28/03/2019,North Point,"Shop 1, 2, 3 on G/F, , No.0068-0072 Wharf Road, North Point, Hong Kong",-,-,2197,100000.0,@$46,Market,"(838211.25856, 816982.82615)","(114.195731847, 22.29175473)"
17238, ,28/03/2019,Wan Chai,"No. 0199, Tiffan Tower, Wan Chai Road, Wan Chai, Hong Kong",12,WF,1970,95000.0,@$48,Market,"(836443, 815427)","(114.178572387, 22.277705727)"
17239, ,28/03/2019,Kwai Chung,"No. 152-160, Golden Dragon Industrial Centre I, Tai Lin Pai Road, Kwai Chung, New Territories",3,F,1400,16800.0,@$12,Market,"(831498, 824315)","(114.130564171, 22.357963064)"
17240, ,23/01/2019,Fo Tan,"No. 0019-0025, Universal Industrial Centre, Shan Mei Street, Fo Tan, New Territories",8,D(01),420,5900.0,@$14,Market,"(837920, 828657)","(114.192917549, 22.397179436)"
17241, ,23/01/2019,Sham Shui Po,"Shop G (F2) on G/F, , No.0009 Wing Lung Street, Sham Shui Po, Kowloon",-,-,255,38000.0,@$149,Market,"(834343.28125, 822036.96875)","(114.15819071, 22.337396698)"
17242, ,23/01/2019,Mong Kok,"Shop  on G/F, , No.0174B Fa Yuen Street, Mong Kok, Kowloon",-,-,650,118000.0,@$182,Market,"(835717.85839, 819817.14209)","(114.17153478, 22.317351349)"
17243, ,23/01/2019,Kwai Chung,"No. 0301-0305, iPLACE, Castle Peak Road, Kwai Chung, New Territories",21,20,427,9000.0,@$21,Market,"(831257.614, 824237.62)","(114.128230594, 22.357263597)"
17244, ,23/01/2019,Western,"No. 0444-0452, Hong Kong Industrial Building, Des Voeux Road West, Western, Hong Kong",2,E(11),135,4500.0,@$33,Market,"(833043.21903, 816546.76262)","(114.145581765, 22.287814896)"
17245, ,23/01/2019,Cheung Sha Wan,"No. 777-779, Tin On Industrial Building, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",8,A01,7250,32900.0,@$5,Land Registry,"(833547, 822073)","(114.150460977, 22.337721007)"
17246, ,23/01/2019,Shatin,"Shop L3-60 on , Shatin  Plaza, No.0021-0027 Shatin Centre Street, Shatin, New Territories",-,-,389,97900.0,@$252,Market,"(837495, 827084)","(114.188789007, 22.382974792)"
17247, ,23/01/2019,Shatin,"Shop L3-57 on , Shatin  Plaza, No.0021-0027 Shatin Centre Street, Shatin, New Territories",-,-,214,65000.0,@$304,Market,"(837495, 827084)","(114.188789007, 22.382974792)"
17260, ,18/06/2019,Cheung Sha Wan,"No. 0041, Wui Wah Factory Building, Wing Hong Street, Cheung Sha Wan, Kowloon",5,501B,350,4500.0,@$13,Market,"(833194, 822209)","(114.147034062, 22.338948571)"
17261, ,18/06/2019,Kwun Tong,"No. 0042, Treasure Centre, Hung To Road, Kwun Tong, Kowloon",11,4,892,19000.0,@$21,Market,"(840801, 819175)","(114.220869051, 22.311546528)"
17262, ,18/06/2019,Cheung Sha Wan,"No. 505, Tong Yuen Factory Building, Castle Peak Road, Cheung Sha Wan, Kowloon",6,C05,280,4800.0,@$17,Market,"(833009, 822004)","(114.145238625, 22.337096963)"
17263, ,18/06/2019,Wong Chuk Hang,"No. 0059-0061, Benefit Industrial Factory Building, Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong",G,No.61,6315,176820.0,@$28,Market,"(835399, 812334)","(114.168444026, 22.2497737)"
17264, ,18/06/2019,Kwai Chung,"No. 5-9, Koon Wah Mirror Fty The Third Ind. Bldg., Ka Hing Road, Kwai Chung, New Territories",11,W/F,4275,37000.0,@$9,Land Registry,"(831641.9863, 824505.0679)","(114.131961532, 22.359679875)"
17265, ,18/06/2019,Sheung Wan,"No. 0168-0200, Shun Tak Centre, West Tower, Connaught Road Central, Sheung Wan, Hong Kong",14,06B-07,3200,243200.0,@$76,Market,"(833718.547, 816460.895)","(114.152135139, 22.287040587)"
17266, ,18/06/2019,Tsim Sha Tsui East,"No. 0001, Concordia Plaza, Science Museum Road, Tsim Sha Tsui East, Kowloon",17,12,952,40000.0,@$42,Market,"(836425, 818120)","(114.178398003, 22.302025208)"
17267, ,18/06/2019,Quarry Bay,"No. 0018, One Island East, Westlands Road, Quarry Bay, Hong Kong",57,"01-02,11-12",6417,481275.0,@$75,Market,"(840217.25, 816243.437)","(114.215196281, 22.285074148)"
17268, ,18/06/2019,Central,"No. 0099, The Center, Queen's Road Central, Central, Hong Kong",22,3,1651,107315.0,@$65,Market,"(833980.7, 816199)","(114.154679374, 22.284675877)"
17269, ,18/06/2019,Kwun Tong,"No. 0064, South Asia Commercial Centre, Tsun Yip Street, Kwun Tong, Kowloon",10,W/F,7146,150066.0,@$21,Market,"(841067, 819174)","(114.223450691, 22.311536776)"
17270, ,18/06/2019,Cheung Sha Wan,"No. 0041, Wui Wah Factory Building, Wing Hong Street, Cheung Sha Wan, Kowloon",5,502A,360,5200.0,@$14,Market,"(833194, 822209)","(114.147034062, 22.338948571)"
17271, ,18/06/2019,Cheung Sha Wan,"No. 0041, Wui Wah Factory Building, Wing Hong Street, Cheung Sha Wan, Kowloon",5,C03,400,5300.0,@$13,Market,"(833194, 822209)","(114.147034062, 22.338948571)"
17272, ,18/06/2019,Cheung Sha Wan,"No. 0041, Wui Wah Factory Building, Wing Hong Street, Cheung Sha Wan, Kowloon",5,C16,450,6800.0,@$15,Market,"(833194, 822209)","(114.147034062, 22.338948571)"
17273, ,18/06/2019,Cheung Sha Wan,"No. 505, Tong Yuen Factory Building, Castle Peak Road, Cheung Sha Wan, Kowloon",6,C10,300,4800.0,@$16,Market,"(833009, 822004)","(114.145238625, 22.337096963)"
17274, ,18/06/2019,Kwun Tong,"No. 0016, East Sun Industrial Centre, Shing Yip Street, Kwun Tong, Kowloon",11,A(35),100,3500.0,@$35,Market,"(841321, 818989)","(114.225915284, 22.309865387)"
17275, ,18/06/2019,Wong Chuk Hang,"No. 0040, Kwai Bo Industrial Building, Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong",G,A,5410,173120.0,@$32,Market,"(835162, 812169)","(114.166144963, 22.248283505)"
17276, ,18/06/2019,Kwai Chung,"No. 5-9, Koon Wah Mirror Fty The Third Ind. Bldg., Ka Hing Road, Kwai Chung, New Territories",9,W/F,4950,37000.0,@$7,Land Registry,"(831641.9863, 824505.0679)","(114.131961532, 22.359679875)"
17277, ,18/06/2019,Sheung Wan,"No. 0074, Beautiful Group Tower, Connaught Road Central, Sheung Wan, Hong Kong",9,2,1322,76676.0,@$58,Market,"(834006, 816335)","(114.154924683, 22.285904076)"
17278, ,18/06/2019,Tsim Sha Tsui East,"No. 0066, Tsim Sha Tsui Centre, Mody Road, Tsim Sha Tsui East, Kowloon",10,14(E),5076,233496.0,@$46,Market,"(836371.6, 817652.6)","(114.177879737, 22.297804302)"
17279, ,18/06/2019,Tsim Sha Tsui Central,"No. 0022-0026, Austin Tower Phase I, Austin Avenue, Tsim Sha Tsui Central, Kowloon",6,"05,07",1403,39284.0,@$28,Market,"(836123.0625, 818161.4375)","(114.175467766, 22.302399415)"
17296, ,30/04/2019,Kwun Tong,"No. 0020, East Sun Industrial Building, Shing Yip Street, Kwun Tong, Kowloon",6,A(30),200,4300.0,@$22,Market,"(841382, 818970)","(114.226507247, 22.309693626)"
17297, ,30/04/2019,Kwun Tong,"No. 133, MG Tower, Hoi Bun Road, Kwun Tong, Kowloon",6,K02,1050,20000.0,@$19,Market,"(840750.25, 818907.625)","(114.220375752, 22.309132104)"
17298, ,30/04/2019,Fo Tan,"No. 0019-0025, Universal Industrial Centre, Shan Mei Street, Fo Tan, New Territories",4,G-H(15),228,3800.0,@$17,Market,"(837920, 828657)","(114.192917549, 22.397179436)"
17299, ,30/04/2019,Fo Tan,"No. 0053-0055, Meeco Industrial Building, Au Pui Wan Street, Fo Tan, New Territories",4,35,332,3500.0,@$11,Market,"(837960, 828820)","(114.193306177, 22.398651369)"
17300, ,04/07/2019,Kwun Tong,"No. 0151, Kwong Sang Hong Centre, Hoi Bun Road, Kwun Tong, Kowloon",9,4,1243,22000.0,@$18,Market,"(840554, 819229)","(114.218471956, 22.312034814)"
17301, ,04/07/2019,Tuen Mun,"No. 3B, Man Sun Logistics Centre, Hung Cheung Road, Tuen Mun, New Territories",9,C,6173,48149.0,@$8,Market,"(814926.324, 828382.47335)","(113.969621905, 22.394568364)"
17302, ,04/07/2019,Tuen Mun,"No. 3B, Man Sun Logistics Centre, Hung Cheung Road, Tuen Mun, New Territories",9,A,6997,54577.0,@$8,Market,"(814926.324, 828382.47335)","(113.969621905, 22.394568364)"
17303, ,04/07/2019,Kwai Chung,"No. 71-77, City Industrial Complex, Yau Ma Hom Road, Kwai Chung, New Territories",12,G,4384,43840.0,@$10,Market,"(831680, 825814)","(114.132326841, 22.371500341)"
17346, ,25/09/2019,Cheung Sha Wan,"No. 55, Kimberland Centre, Wing Hong Street, Cheung Sha Wan, Kowloon",16,9,828,16200.0,@$20,Market,"(833279, 822218)","(114.147859167, 22.339029996)"
17347, ,24/09/2019,Central,"No. 0046, Oriental Crystal Commercial Building, Lyndhurst Terrace, Central, Hong Kong",9,B,1284,46000.0,@$36,Market,"(833874, 815953)","(114.153644369, 22.282454196)"
17348, ,24/09/2019,Mong Kok,"No. 0047-0051, Chung Kiu Commercial Building, Shantung Street, Mong Kok, Kowloon",14,1,638,22000.0,@$34,Market,"(835570, 819872)","(114.170099669, 22.317846695)"
17349, ,24/09/2019,Wan Chai,"No. 0077-0079, Fortis Tower, Gloucester Road, Wan Chai, Hong Kong",18,B,2600,101400.0,@$39,Market,"(835827, 815555)","(114.17259525, 22.278861603)"
17350, ,24/09/2019,Fanling,"No. 0021, World Trade Square, On Lok Mun Street, Fanling, New Territories",3,43,1024,14000.0,@$14,Market,"(832970, 839887)","(114.144823052, 22.498589025)"
17351, ,24/09/2019,Tai Wai,"Shop D on G/F, , On Shun Mansion, No.0031-0051 Chik Shun Street, Tai Wai, New Territories",-,-,700,26000.0,@$37,Market,"(836344.41025, 826315.67709)","(114.177616313, 22.376036871)"
17360, ,24/07/2019,Mong Kok,"Shop  on G/F, , No.0696 Shanghai Street, Mong Kok, Kowloon",-,-,450,125000.0,@$278,Market,"(835381.17972, 819938.603180001)","(114.168266969, 22.318448075)"
17361, ,24/07/2019,Cheung Sha Wan,"No. 0650, China Shipbuilding Tower, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",8,3,1371,34275.0,@$25,Market,"(833353.25, 822044.59375)","(114.148580252, 22.337464165)"
17362, ,24/07/2019,Mong Kok,"No. 0074, Mongkok City Centre, Sai Yeung Choi Street South, Mong Kok, Kowloon",10,05-06,1529,38500.0,@$25,Market,"(835585, 819992)","(114.170245206, 22.318930373)"
17363, ,24/07/2019,Fo Tan,"No. 0011, CCT Telecom Building, Wo Shing Street, Fo Tan, New Territories",22,2,1521,27378.0,@$18,Market,"(838420, 828690)","(114.197773273, 22.397476887)"
17364, ,24/07/2019,Kwai Chung,"No. 0002-0028, Yee Lim Industrial Centre B, Kwai Lok Street, Kwai Chung, New Territories",G,B01,700,22000.0,@$31,Market,"(830739, 824309)","(114.123195338, 22.357906608)"
17365, ,24/07/2019,Kwun Tong,"No. 0099, How Ming Factory Building, How Ming Street, Kwun Tong, Kowloon",2,D,4979,79664.0,@$16,Market,"(841060, 819302)","(114.223383136, 22.312692712)"
17366, ,24/07/2019,Kwun Tong,"No. 43-45, Core45, Tsun Yip Street, Kwun Tong, Kowloon",2,2,921,18800.0,@$20,Market,"(840774.5625, 818982.21875)","(114.220611921, 22.309805667)"
17367, ,24/07/2019,Tsim Sha Tsui West,"No. 0003, Star House, Salisbury Road, Tsim Sha Tsui West, Kowloon",15,14-15,1756,63216.0,@$36,Market,"(836326, 817606)","(114.177437211, 22.297383477)"
17368, ,24/07/2019,Shatin,"No. 0001, Kings Wing Plaza 2, On Kwan Street, Shatin, New Territories",25,E,747,22410.0,@$30,Market,"(839554.773, 827754.55)","(114.208791553, 22.389027493)"
17369, ,24/07/2019,Tsim Sha Tsui Central,"No. 0067, Oriental Centre, Chatham Road South, Tsim Sha Tsui Central, Kowloon",3,3,1468,44040.0,@$30,Market,"(836153, 817898)","(114.175758322, 22.300020415)"
17370, ,24/07/2019,Quarry Bay,"No. 0001, Chinachem Exchange Square, Hoi Wan Street, Quarry Bay, Hong Kong",18,01A,1286,34722.0,@$27,Land Registry,"(839868, 816573)","(114.21180804, 22.288051075)"
17371, ,24/07/2019,Fo Tan,"No. 0011, CCT Telecom Building, Wo Shing Street, Fo Tan, New Territories",22,1,1469,26442.0,@$18,Market,"(838420, 828690)","(114.197773273, 22.397476887)"
17372, ,24/07/2019,Kwai Chung,"No. 0002-0028, Yee Lim Industrial Centre A, Kwai Lok Street, Kwai Chung, New Territories",5,A02,3970,37000.0,@$9,Market,"(830739, 824309)","(114.123195338, 22.357906608)"
17373, ,24/07/2019,Kwun Tong,"No. 0065-0067, King Win Factory Building, King Yip Street, Kwun Tong, Kowloon",10,G,846,13000.0,@$15,Market,"(841390, 818921)","(114.226584733, 22.309251102)"
17374, ,24/07/2019,Tseung Kwan O,"Shop G27 on G/F, , Monterey, No.0023 Tong Chun Street, Tseung Kwan O, New Territories",-,-,15446,400000.0,@$26,Market,"(845112, 818147)","(114.262703437, 22.302246315)"
17375, ,24/07/2019,Tsuen Wan,"Shop B5 on G/F, , No.0080-0084 Hau Tei Square, Tsuen Wan, New Territories",-,-,183,25000.0,@$137,Market,"(829925.30727, 825768.489259999)","(114.115289706, 22.371083773)"
17376, ,24/07/2019,Sheung Wan,"No. 0233, Hollywood Centre (HR), Hollywood Road, Sheung Wan, Hong Kong",16,2,543,17376.0,@$32,Market,"(833199, 816403)","(114.147093704, 22.286516913)"
17377, ,24/07/2019,Cheung Sha Wan,"No. 0909, 909 Cheung Sha Wan Road, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",27,3,1608,53064.0,@$33,Market,"(833121, 821912)","(114.146326011, 22.336266359)"
17378, ,24/07/2019,Sheung Wan,"No. 0001, Kwong Fat Hong Building, Rumsey Street, Sheung Wan, Hong Kong",6,WF,1532,49024.0,@$32,Market,"(833815, 816337)","(114.153071282, 22.285921877)"
17379, ,24/07/2019,Fo Tan,"No. 0026-0028, Fo Tan Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",18,8,2413,28000.0,@$12,Market,"(838057, 828821)","(114.194248189, 22.398660301)"
17380, ,25/07/2019,Wong Chuk Hang,"No. 0004, E Tat Factory Building, Heung Yip Road, Wong Chuk Hang, Hong Kong",4,C05,502,9500.0,@$19,Market,"(835396, 812212)","(114.168414988, 22.248671957)"
17381, ,25/07/2019,Sheung Wan,"No. 0027, Fu Fai Commercial Centre, Hillier Street, Sheung Wan, Hong Kong",18,WF,2470,86450.0,@$35,Market,"(833632, 816253)","(114.151295651, 22.285163034)"
17382, ,25/07/2019,Kwun Tong,"No. 0015-0017, Sing Win Factory Building, Shing Yip Street, Kwun Tong, Kowloon",2,12,932,18500.0,@$20,Market,"(841414, 819047)","(114.226818064, 22.310388886)"
17383, ,25/07/2019,Kwai Chung,"No. 0056, Millennium Trade Centre, Kwai Cheong Road, Kwai Chung, New Territories",17,3,1187,28488.0,@$24,Market,"(831703.3, 824934.5)","(114.132555586, 22.363558045)"
17384, ,25/07/2019,Cheung Sha Wan,"No. 23-27, Alexandra Industrial Building, Wing Hong Street, Cheung Sha Wan, Kowloon",7,A(721),288,5200.0,@$18,Market,"(833104, 822164)","(114.146160492, 22.338542032)"
17385, ,25/07/2019,Mong Kok,"Shop A on G/F, , Cheung Hing House, No.0147-0149 Portland Street, Mong Kok, Kowloon",-,-,600,60000.0,@$100,Land Registry,"(835300.17847, 820688.7454)","(114.167480327, 22.32522226)"
17386, ,25/07/2019,Happy Valley,"Shop  on G/F, G/F & C/F, No.0023 Yik Yam Street, Happy Valley, Hong Kong",-,-,1500,60000.0,@$40,Market,"(833447.75193345, 816482.37661408)","(114.149507378, 22.287234158)"
17387, ,25/07/2019,Causeway Bay,"Unit  on 8/F, Jardine Center, No.0046-0052 Jardine's Bazaar, Causeway Bay, Hong Kong",-,-,2021,88000.0,@$44,Market,"(837172, 815617)","(114.185646047, 22.279421318)"
17388, ,25/07/2019,Central,"No. 0099, The Center, Queen's Road Central, Central, Hong Kong",65,WF,26580,2710000.0,@$102,Land Registry,"(833980.7, 816199)","(114.154679374, 22.284675877)"
17389, ,25/07/2019,Quarry Bay,"No. 0001, Chinachem Exchange Square, Hoi Wan Street, Quarry Bay, Hong Kong",14,2,2143,60004.0,@$28,Market,"(839868, 816573)","(114.21180804, 22.288051075)"
17390, ,25/07/2019,Central,"No. 0008-0010, Hong Kong Diamond Exchange Building, Duddell Street, Central, Hong Kong",20,WF,2750,210000.0,@$76,Market,"(834219, 815640)","(114.156992446, 22.279628051)"
17391, ,25/07/2019,Kwun Tong,"No. 0055, King Palace Plaza, King Yip Street, Kwun Tong, Kowloon",25,C,972,28188.0,@$29,Market,"(841287, 818809)","(114.225584739, 22.308239978)"
17392, ,25/07/2019,To Kwa Wan,"No. 0021, United Daily News Centre, Yuk Yat Street, To Kwa Wan, Kowloon",5,B,1170,16380.0,@$14,Market,"(837841, 819755)","(114.192141565, 22.316789532)"
17393, ,25/07/2019,To Kwa Wan,"No. 0021, United Daily News Centre, Yuk Yat Street, To Kwa Wan, Kowloon",3,W/F,5417,75838.0,@$14,Market,"(837841, 819755)","(114.192141565, 22.316789532)"
17394, ,25/07/2019,Kwun Tong,"No. 0181, One Harbour Square, Hoi Bun Road, Kwun Tong, Kowloon",26,W/F,18972,493272.0,@$26,Market,"(840773.3, 818938.4)","(114.220599545, 22.30940996)"
17395, ,25/07/2019,Mong Kok,"Shop E-H & J on G/F, , Fuk Keung Industrial Building, No.0066-0068 Tong Mi Road, Mong Kok, Kowloon",-,-,3300,110000.0,@$33,Market,"(835122, 820353)","(114.1657511, 22.322190172)"
17400, ,28/06/2019,Yuen Long,"Shop 03 on G/F, , Ho Shun King Bldg, No.0003 Fung Yau Street South, Yuen Long, New Territories",-,-,1000,85000.0,@$85,Market,"(821543, 833631)","(114.03382881, 22.442034519)"
17401, ,28/06/2019,Mong Kok,"No. 0608, President Commercial Centre, Nathan Road, Mong Kok, Kowloon",16,2,522,19836.0,@$38,Market,"(835578, 819713)","(114.170177384, 22.316410834)"
17402, ,28/06/2019,Central,"No. 0099, The Center, Queen's Road Central, Central, Hong Kong",15,3,2083,145810.0,@$70,Market,"(833980.7, 816199)","(114.154679374, 22.284675877)"
17403, ,28/06/2019,Yuen Long,"No. 0022, The Rainbow, Wang Yip Street South, Yuen Long, New Territories",6,2,358,13604.0,@$38,Market,"(821817.782, 834063.328)","(114.036494238, 22.445940968)"
