, ,instrument date,district,property,floor,unit,area_sq.ft.,price,price/sq.ft.,source,e_n
13663, ,19/03/2019,Tsim Sha Tsui East,"No. 0001, Concordia Plaza, Science Museum Road, Tsim Sha Tsui East, Kowloon",16,4,2526,101040.0,@$40,Market,"(836425, 818120)"
13664, ,19/03/2019,Kwun Tong,"No. 0020-0024, Elite Centre, Hung To Road, Kwun Tong, Kowloon",15,2,1031,25775.0,@$25,Market,"(840629.6, 819361.6)"
13665, ,19/03/2019,Tsim Sha Tsui East,"No. 0061, Mirror Tower, Mody Road, Tsim Sha Tsui East, Kowloon",3,15,1010,30300.0,@$30,Market,"(835899.65625, 817571.8125)"
13666, ,19/03/2019,Yau Ma Tei,"No. 0562, 562 Nathan Road, Nathan Road, Yau Ma Tei, Kowloon",1,WF.,1852,88896.0,@$48,Market,"(835619, 819269)"
13667, ,19/03/2019,Kowloon Bay,"No. 0009, Enterprise Square Tower 1, Sheung Yuet Road, Kowloon Bay, Kowloon",1,7,1535,42980.0,@$28,Market,"(839460, 820336)"
13668, ,19/03/2019,Kwun Tong,"No. 0151, Kwong Sang Hong Centre, Hoi Bun Road, Kwun Tong, Kowloon",16,02C,1242,21114.0,@$17,Market,"(840554, 819229)"
13669, ,19/03/2019,Cheung Sha Wan,"No. 61-63, Global Gateway Tower, Wing Hong Street, Cheung Sha Wan, Kowloon",8,6,1139,28475.0,@$25,Market,"(833315, 822237)"
13670, ,19/03/2019,Cheung Sha Wan,"No. 61-63, Global Gateway Tower, Wing Hong Street, Cheung Sha Wan, Kowloon",8,9,1787,44675.0,@$25,Market,"(833315, 822237)"
13671, ,19/03/2019,Tsing Yi,"No. 01-33, Tsing Yi Industrial Centre Ph. 2, Blk. E, Cheung Tat Road, Tsing Yi, New Territories",G,"50(B),51,53",7000,140000.0,@$20,Market,"(829400.66357, 823373.36468)"
13672, ,19/03/2019,Shek Mun,"No. 1, Kings Wing Plaza 2, On Kwan Street, Shek Mun, New Territories",23,A(02),790,31000.0,@$39,Market,"(839502.7, 827757.8)"
13673, ,19/03/2019,Kwai Chung,"Shop 03 on , Kam Heng Building, No.0066-0072 Wo Yi Hop Road, Kwai Chung, New Territories",-,-,1200,26000.0,@$22,Market,"(832391, 825343)"
13674, ,19/03/2019,Yuen Long,"Shop 13 on G/F, , Comet Mansion, No.0045-0067 Fung Cheung Road, Yuen Long, New Territories",-,-,390,60000.0,@$154,Market,"(821406, 833672)"
13675, ,19/03/2019,Tai Po,"Shop 0002 on G/F, LEVEL 1, Tai Po Plaza, No.0001 On Tai Road, Tai Po, New Territories",-,-,756,90000.0,@$119,Market,"(835608.9, 834747.4)"
13676, ,19/03/2019,Kwai Fong,"Shop A0063A,A65,A66 on G/F (L2), Kwai Chung Plaza (A), No.0007-0011 Kwai Foo Road, Kwai Fong, New Territories",-,-,4701,600000.0,@$128,Market,"(831151, 824347)"
13677, ,19/03/2019,Kwai Fong,"Shop B0003A on 1/F (L3), Kwai Chung Plaza (B), No.0007-0011 Kwai Foo Road, Kwai Fong, New Territories",-,-,376,26000.0,@$69,Market,"(831151, 824347)"
13678, ,19/03/2019,Causeway Bay,"Unit  on 28/F, Midtown, No.0001-0029 Tang Lung Street, Causeway Bay, Hong Kong",-,-,7156,394000.0,@$55,Market,"(836829.4117, 815600.393370001)"
13720, ,15/07/2019,San Po Kong,"No. 0704, New Trend Centre, Prince Edward Road East, San Po Kong, Kowloon",9,5,848,13000.0,@$15,Market,"(838518, 821705)"
13721, ,15/07/2019,Kwai Chung,"No. 1-11, Kam Shing Industrial Building, Kwai Wing Road, Kwai Chung, New Territories",4,D(28),690,9000.0,@$13,Market,"(831812, 825193)"
13722, ,15/07/2019,Kowloon Bay,"No. 8, Megacube, Wang Kwong Road, Kowloon Bay, Kowloon",8,6,794,23000.0,@$29,Market,"(839239, 820592)"
13723, ,15/07/2019,Tuen Mun,"No. 0006, Hang Wai Industrial Centre Block B, Kin Tai Street, Tuen Mun, New Territories",19,01-02,8740,96140.0,@$11,Market,"(814987, 828505)"
13724, ,15/07/2019,Fo Tan,"No. 0061-0063, Yale Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",13,13,919,12000.0,@$13,Market,"(837847, 828935)"
13725, ,15/07/2019,Cheung Sha Wan,"No. 0041, Wui Wah Factory Building, Wing Hong Street, Cheung Sha Wan, Kowloon",3,C(12),257,5750.0,@$22,Market,"(833194, 822209)"
13726, ,15/07/2019,Cheung Sha Wan,"No. 0041, Wui Wah Factory Building, Wing Hong Street, Cheung Sha Wan, Kowloon",3,C(40),189,3880.0,@$21,Market,"(833194, 822209)"
13727, ,15/07/2019,Cheung Sha Wan,"No. 0041, Wui Wah Factory Building, Wing Hong Street, Cheung Sha Wan, Kowloon",3,C(41),189,3700.0,@$20,Market,"(833194, 822209)"
13728, ,15/07/2019,Cheung Sha Wan,"No. 0041, Wui Wah Factory Building, Wing Hong Street, Cheung Sha Wan, Kowloon",3,C(48),226,4400.0,@$19,Market,"(833194, 822209)"
13729, ,15/07/2019,Fo Tan,"No. 0026-0028, Fo Tan Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",14,1,2351,30000.0,@$13,Market,"(838057, 828821)"
13730, ,15/07/2019,Cheung Sha Wan,"No. 650, China Shipbuilding Tower, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",12,8,991,27253.0,@$28,Market,"(833353.25, 822044.59375)"
13731, ,15/07/2019,Tai Po,"Shop 12 on G/F, , Greenery Plaza, No.0003 Chui Yi Street, Tai Po, New Territories",-,-,565,50000.0,@$89,Market,"(834902, 834776)"
13732, ,15/07/2019,Tin Shui Wai,"Shop A098. on , Kingswood Richly Plaza, No.0001 Tin Wu Road, Tin Shui Wai, New Territories",-,-,622,55000.0,@$88,Market,"(818120, 834838)"
13733, ,15/07/2019,Wan Chai,"Shop 3 on G/F, (#420), No.0414-0430 Lockhart Road, Wan Chai, Hong Kong",-,-,1200,130000.0,@$108,Market,request_failed
13734, ,15/07/2019,Kowloon City,"No. 0360, Hang Seng Kowloon City Building, Prince Edward Road West, Kowloon City, Kowloon",5,A,1304,52160.0,@$40,Market,"(837347, 820948)"
13735, ,15/07/2019,Sheung Wan,"No. 0233, Hollywood Centre (HR), Hollywood Road, Sheung Wan, Hong Kong",10,3,656,19680.0,@$30,Market,"(833199, 816403)"
13736, ,15/07/2019,Wan Chai,"No. 0213, Wu Chung House, Queen's Road East, Wan Chai, Hong Kong",22,4,2420,96800.0,@$40,Market,"(835842, 815063)"
13737, ,15/07/2019,Fo Tan,"No. 0033-0035, Century Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",7,F,659,12000.0,@$18,Market,"(838156, 828671)"
13738, ,15/07/2019,Kwai Chung,"No. 1-11, Kam Shing Industrial Building, Kwai Wing Road, Kwai Chung, New Territories",4,D(07),235,4000.0,@$17,Market,"(831812, 825193)"
13739, ,15/07/2019,San Po Kong,"No. 0001, On Tin Centre, Sheung Hei Street, San Po Kong, Kowloon",16,1,1876,34706.0,@$19,Market,"(838417.59829, 822104.45837)"
13740, ,19/06/2019,Kwai Chung,"No. 0011-0019, Brilliant Cold Storage 2, Wing Yip Street, Kwai Chung, New Territories",8,W/F,20706,310590.0,@$15,Market,"(831809, 824594)"
13741, ,19/06/2019,Kwai Chung,"No. 0011-0019, Brilliant Cold Storage 2, Wing Yip Street, Kwai Chung, New Territories",5,W/F,20706,310590.0,@$15,Market,"(831809, 824594)"
13742, ,19/06/2019,Quarry Bay,"No. 0020, Westlands Centre, Westlands Road, Quarry Bay, Hong Kong",21,8,2108,48484.0,@$23,Market,"(840024, 816417)"
13743, ,19/06/2019,Siu Lek Yuen,"No. 0013-0015, Goldlion Holdings Centre, Yuen Shun Circuit, Siu Lek Yuen, New Territories",5,A(01),10032,125000.0,@$12,Land Registry,"(839526, 827073)"
13744, ,18/06/2019,Yau Ma Tei,"Shop 全層 on G/F, , No.0494 Nathan Road, Yau Ma Tei, Kowloon",-,-,1665,49950.0,@$30,Market,"(835619, 819269)"
13745, ,18/06/2019,Yuen Long,"Shop 21 on G/F, , Cheong Wai Mansion, No.0009A Fung Yau Street North, Yuen Long, New Territories",-,-,300,25000.0,@$83,Market,"(821426.90154, 833798.074829999)"
13746, ,18/06/2019,Tsim Sha Tsui Central,"No. 0018, K11 Atelier Victoria Dockside, Salisbury Road, Tsim Sha Tsui Central, Kowloon",18,02-04,9697,1160000.0,@$120,Market,"(836152, 817330)"
13747, ,18/06/2019,Prince Edward,"No. 0784, Tai Sang Bank Building (Prince Edward), Nathan Road, Prince Edward, Kowloon",5,WF,1048,29870.0,@$29,Market,"(835381, 820743)"
13760, ,15/02/2019,Wan Chai,"No. 0194, Wanchai Commercial Centre, Johnston Road, Wan Chai, Hong Kong",13,1,1057,24311.0,@$23,Market,"(836174, 815372)"
13761, ,15/02/2019,Central,"No. 0001, Bank Of China Tower, Garden Road, Central, Hong Kong",39,WF,12221,1410000.0,@$115,Market,"(834683, 815577)"
13762, ,15/02/2019,Fo Tan,"No. 0001, Goldfield Industrial Centre, Sui Wo Road, Fo Tan, New Territories",3,7,997,10967.0,@$11,Market,"(837864, 828710)"
13763, ,15/02/2019,Shek Mun,"No. 0002, Metropole Square, On Yiu Street, Shek Mun, New Territories",15,9,1216,24320.0,@$20,Market,"(839481, 827868)"
13764, ,15/02/2019,Shek Mun,"No. 0002, Metropole Square, On Yiu Street, Shek Mun, New Territories",15,11,1125,22500.0,@$20,Market,"(839481, 827868)"
13765, ,15/02/2019,Shek Mun,"No. 0002, Metropole Square, On Yiu Street, Shek Mun, New Territories",15,12,1147,22940.0,@$20,Market,"(839481, 827868)"
13766, ,15/02/2019,Kwun Tong,"No. , 78 Hung To Road, Kwun Tong Inland Lot No. 159, Kwun Tong, Kowloon",5,--,6510,156240.0,@$24,Market,"(841116, 818824)"
13767, ,15/02/2019,Mong Kok,"Shop  on G/F, & M/F, No.0170 Prince Edward Road West, Mong Kok, Kowloon",-,-,2000,180000.0,@$90,Land Registry,request_failed
13768, ,15/02/2019,Sheung Shui,"Shop  on G/F, , No.0021 San Fung Ave, Sheung Shui, New Territories",-,-,1000,50000.0,@$50,Market,"(831125.3507, 840608.06175)"
13769, ,15/02/2019,Tuen Mun,"No. 0007, Delya Industrial Centre Block A, Shek Pai Tau Road, Tuen Mun, New Territories",15,4,688,7000.0,@$10,Market,"(814859, 829044)"
13770, ,15/02/2019,Yau Tong,"No. 0015, Long Life Industrial Building, Ko Fai Road, Yau Tong, Kowloon",9,A(05),300,3700.0,@$12,Market,"(842328, 817412)"
13771, ,15/02/2019,Yau Tong,"No. 0015, Long Life Industrial Building, Ko Fai Road, Yau Tong, Kowloon",9,A(13),190,2300.0,@$12,Market,"(842328, 817412)"
13772, ,15/02/2019,Shek Mun,"No. 0011, Corporation Park, On Lai Street, Shek Mun, New Territories",16,01-02,1357,20355.0,@$15,Market,"(839415, 827822)"
13773, ,15/02/2019,Shek Mun,"No. 0002, Metropole Square, On Yiu Street, Shek Mun, New Territories",15,10,1208,24160.0,@$20,Market,"(839481, 827868)"
13774, ,15/02/2019,Tsuen Wan,"Shop A003 on , Nan Fung Centre, No.0264-0298 Castle Peak Road, Tsuen Wan, New Territories",-,-,108,45000.0,@$417,Market,"(830050.1, 826050.4)"
13775, ,15/02/2019,Mong Kok,"Shop G04 on & 1/F - 101-107 & 111-113, No.0011 Nelson Street, Mong Kok, Kowloon",-,-,12733,950000.0,@$75,Market,"(841974, 831700)"
13776, ,15/02/2019,Tin Shui Wai,"Shop C059E on , New Attitude Square, No.0001 Tin Wu Road, Tin Shui Wai, New Territories",-,-,212,18000.0,@$85,Market,"(818196.95906, 834737.220419999)"
13777, ,15/02/2019,Tai Kok Tsui,"Unit 101 on 1/F, Hang Chong Centre, No.0136-0146 Bedford Road, Tai Kok Tsui, Kowloon",-,-,2000,21000.0,@$11,Market,"(835076.76319, 820313.97586)"
13778, ,15/02/2019,Tsuen Wan,"Shop 7 (71) on G/F, , Tak Yan Building Phase 16, No.0053-0075 Tai Pa Street, Tsuen Wan, New Territories",-,-,1000,100000.0,@$100,Land Registry,"(829566, 825784)"
13779, ,15/02/2019,Central,"No. 0001, Bank Of China Tower, Garden Road, Central, Hong Kong",60,A,3100,480500.0,@$155,Market,"(834683, 815577)"
13808, ,04/03/2019,Tsuen Wan,"No. 0062-0070, Po Yip Building A (TW), Texaco Road, Tsuen Wan, New Territories",14,A06(D),428,6800.0,@$16,Market,"(830505, 825379)"
13809, ,04/03/2019,Wong Chuk Hang,"No. 0050, W50, Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong",26,8,612,15300.0,@$25,Market,"(835098.21687, 812162.404340001)"
13810, ,04/03/2019,Mong Kok,"Shop  H-1 on G/F, , No.0088-0096 Argyle Street, Mong Kok, Kowloon",-,-,250,22500.0,@$90,Market,"(836034, 820121.2)"
13811, ,04/03/2019,Sheung Shui,"Unit  on , No.0020 Lung Sum Avenue, Sheung Shui, New Territories",-,-,900,30000.0,@$33,Market,"(831582.21875, 840594.750089999)"
13812, ,04/03/2019,Central,"Shop  on G/F, , No.0052 Graham Street, Central, Hong Kong",-,-,4360,130000.0,@$30,Market,"(833792.66527, 815942.701950001)"
13813, ,04/03/2019,Hung Hom,"No. 0018, Peninsula Square, Sung On Street, Hung Hom, Kowloon",16,16A,1550,32550.0,@$21,Market,"(837602, 819162)"
13814, ,04/03/2019,Sheung Wan,"No. 0287-0299, 299 QRC, Queen's Road Central, Sheung Wan, Hong Kong",15,1,711,21799.0,@$31,Market,"(833553, 816230)"
13815, ,04/03/2019,Kowloon Station,"No. 0001, International Commerce Centre, Austin Road West, Kowloon Station, Kowloon",19,07B,3175,311150.0,@$98,Market,"(834561, 818268)"
13816, ,04/03/2019,Causeway Bay,"No. 0033, Lee Garden One, Hysan Avenue, Causeway Bay, Hong Kong",34,3,2559,217515.0,@$85,Market,"(837025, 815519)"
13817, ,04/03/2019,Kowloon Bay,"No. 0015, Kowloon Bay Industrial Centre, Wang Hoi Road, Kowloon Bay, Kowloon",10,10,884,18000.0,@$20,Market,"(839752.9, 820436.4)"
13818, ,04/03/2019,Siu Sai Wan,"No. 0006, Honour Industrial Centre, Sun Yip Street, Siu Sai Wan, Hong Kong",19,4,761,13000.0,@$17,Market,"(843535, 814167)"
13819, ,04/03/2019,Tsuen Wan,"No. 0062-0070, Po Yip Building A (TW), Texaco Road, Tsuen Wan, New Territories",14,A01(01G),634,9000.0,@$14,Market,"(830505, 825379)"
13840, ,27/06/2019,Tsim Sha Tsui East,"No. 0014, New Mandarin Plaza Tower A, Science Museum Road, Tsim Sha Tsui East, Kowloon",13,16/RM.38,345,21735.0,@$63,Market,"(836408, 817920)"
13841, ,27/06/2019,Tsuen Wan,"No. 0008, Nina Tower, Yeung Uk Road, Tsuen Wan, New Territories",22,4,5306,116732.0,@$22,Market,"(829758, 825484)"
13842, ,27/06/2019,Fo Tan,"No. 0002-0008, International Industrial Centre, Kwei Tei Street, Fo Tan, New Territories",2,W,883,11000.0,@$12,Market,"(837844, 829037)"
13843, ,27/06/2019,San Po Kong,"No. 3, Max Grand Plaza, Tai Yau Street, San Po Kong, Kowloon",8,D,1713,47621.0,@$28,Market,"(838466.73255, 822039.75808)"
13844, ,27/06/2019,Kwun Tong,"No. 52-56, COS centre, Tsun Yip Street, Kwun Tong, Kowloon",28,J,2061,51525.0,@$25,Market,"(840992, 819129)"
13845, ,27/06/2019,San Po Kong,"No. 0192/0198, Wong King Industrial Building, Choi Hung Road, San Po Kong, Kowloon",9,D(02),147,2500.0,@$17,Market,"(838533, 822220)"
13846, ,27/06/2019,Tsuen Wan,"No. 611-619, Southeast Industrial Building, Castle Peak Road, Tsuen Wan, New Territories",4,A-C,12205,140358.0,@$12,Market,"(828725, 825984)"
13847, ,27/06/2019,Kwun Tong,"No. 0060, Camelpaint Building Block 3, Hoi Yuen Road, Kwun Tong, Kowloon",2,P(01),400,15000.0,@$38,Market,"(841228.8641, 819081.1207)"
13848, ,27/06/2019,Mong Kok,"Unit  on 1/F, No.0168 Sai Yeung Choi Street South, Mong Kok, Kowloon",-,-,4330,300000.0,@$69,Market,"(835566.1448, 819993.38776)"
13849, ,27/06/2019,Wan Chai,"Shop 4&5 on G/F, , No.0098-0108 Jaffe Road, Wan Chai, Hong Kong",-,-,1418,200000.0,@$141,Market,"(835525.44206, 815545.444150001)"
13850, ,27/06/2019,Tsim Sha Tsui East,"No. 0014, New Mandarin Plaza Tower A, Science Museum Road, Tsim Sha Tsui East, Kowloon",13,16/RM.36,214,14552.0,@$68,Market,"(836408, 817920)"
13851, ,27/06/2019,Tsim Sha Tsui East,"No. 0014, New Mandarin Plaza Tower A, Science Museum Road, Tsim Sha Tsui East, Kowloon",13,16/RM.22,184,11776.0,@$64,Market,"(836408, 817920)"
13852, ,27/06/2019,Sheung Wan,"No. 0232, Ka Wah Bank Centre, Des Voeux Road Central, Sheung Wan, Hong Kong",11,WF,2799,89568.0,@$32,Market,"(833772, 816376)"
13853, ,27/06/2019,Kwai Fong,"No. 0077-0081, Magnet Place Tower 1, Container Port Road, Kwai Fong, New Territories",13,07-08,4040,72720.0,@$18,Market,"(830992, 824014)"
13854, ,27/06/2019,San Po Kong,"No. 0003, Maxgrand Plaza, Tai Yau Street, San Po Kong, Kowloon",8,E,2439,68050.0,@$28,Market,"(838565, 822127)"
13855, ,27/06/2019,Tsim Sha Tsui East,"No. 0062, Wing On Plaza, Mody Road, Tsim Sha Tsui East, Kowloon",6,3,1200,66000.0,@$55,Market,"(836222, 817521)"
13856, ,27/06/2019,Wong Chuk Hang,"No. 0018, Shui Ki Industrial Building, Wong Chuk Hang Road, Wong Chuk Hang, Hong Kong",7,B(11),211,4900.0,@$23,Market,"(834897, 812169)"
13857, ,27/06/2019,Tsuen Wan,"No. 0052-0058, King Palace Plaza (TW), Sha Tsui Road, Tsuen Wan, New Territories",35,3,1281,17806.0,@$14,Market,"(829326, 826021)"
13858, ,27/06/2019,Kwun Tong,"Unit 205 on , Kt336, No.0334-0336 Kwun Tong Road, Kwun Tong, Kowloon",-,-,1600,26400.0,@$17,Market,"(841154, 819323)"
13859, ,27/06/2019,Kwun Tong,"Unit WF on , Kt336, No.0334-0336 Kwun Tong Road, Kwun Tong, Kowloon",-,-,7950,95400.0,@$12,Market,"(841154, 819323)"
13872, ,18/04/2019,Sham Shui Po,"Shop 128 on 1/F, Dragon Centre, No.0037K Yen Chow Street, Sham Shui Po, Kowloon",-,-,525,30820.0,@$59,Market,"(834529.6, 821335.3)"
13873, ,18/04/2019,Tsim Sha Tsui Central,"No. 0026, 26 Nathan Road, Nathan Road, Tsim Sha Tsui Central, Kowloon",13,1,1272,84588.0,@$67,Land Registry,"(835820, 817442)"
13874, ,18/04/2019,Cheung Sha Wan,"No. 29-33, Siu Wai Industrial Centre, Wing Hong Street, Cheung Sha Wan, Kowloon",8,07-08,2170,39494.0,@$18,Market,"(833146, 822181)"
13875, ,18/04/2019,Tai Po,"Shop 02 on G/F, , Luen Fung Bldg, No.0001-0013 Tai Wing Lane, Tai Po, New Territories",-,-,1000,75000.0,@$75,Market,"(835186, 834260)"
13876, ,18/04/2019,Yuen Long,"Shop 02 on G/F, , Good Luck Mansion, No.0101-0121 Kau Yuk Road, Yuen Long, New Territories",-,-,800,40000.0,@$50,Market,"(820504, 833725)"
13877, ,18/04/2019,Tuen Mun,"Shop 84-86 on G/F, , Glorious Garden, No.0045 Lung Mun Road, Tuen Mun, New Territories",-,-,2139,85000.0,@$40,Market,"(814446, 827159)"
13878, ,18/04/2019,Tsuen Wan,"Shop A on G/F,  & M/F, Tak Yan Building Stage 3, No.0011-0015 Tso Kung Sq, Tsuen Wan, New Territories",-,-,2200,60000.0,@$27,Market,"(829565, 825963)"
13879, ,18/04/2019,Mong Kok,"No. 0677, Hang Seng Mongkok Building, Nathan Road, Mong Kok, Kowloon",7,03-04,866,15588.0,@$18,Market,"(835462, 820057)"
13880, ,20/06/2019,Mong Kok,"Unit  on 1/F, No.0138-0144 Sai Yeung Choi Street South, Mong Kok, Kowloon",-,-,3256,300000.0,@$92,Market,"(835566.1448, 819993.38776)"
13881, ,20/06/2019,Tsim Sha Tsui,"Shop  05C2 on G/F, , Star House, No.0003 Salisbury Road, Tsim Sha Tsui, Kowloon",-,-,200,28800.0,@$144,Market,"(836326, 817606)"
13882, ,20/06/2019,Causeway Bay,"No. 0022, 22 Yee Wo Street, Yee Wo Street, Causeway Bay, Hong Kong",3,WF,2493,100000.0,@$40,Market,"(836779.2, 815429.2)"
13883, ,20/06/2019,Yau Ma Tei,"No. 0574, Wofoo Commercial Building, Nathan Road, Yau Ma Tei, Kowloon",9,WF,2038,71330.0,@$35,Market,"(835609, 819575)"
13900, ,30/04/2019,San Po Kong,"No. 0009, Artisan Hub, Luk Hop Street, San Po Kong, Kowloon",5,WF,5564,111280.0,@$20,Market,"(838200, 821494)"
13901, ,30/04/2019,Wan Chai,"No. 0050, Malaysia Building, Gloucester Road, Wan Chai, Hong Kong",17,1,700,31500.0,@$45,Market,"(841388, 819078)"
13902, ,30/04/2019,Central,"No. 0015, Yue Shing Commercial Building, Queen Victoria Street, Central, Hong Kong",10,2,760,22800.0,@$30,Market,"(834054, 816080)"
13903, ,30/04/2019,Tsim Sha Tsui Central,"No. 0038-0040, Golden Dragon Centre, Cameron Road, Tsim Sha Tsui Central, Kowloon",11,5,703,22496.0,@$32,Market,"(836041, 817785)"
13904, ,30/04/2019,Mong Kok,"No. 0039-0055, Golden Era Plaza, Sai Yee Street, Mong Kok, Kowloon",10,11B,290,11310.0,@$39,Market,"(835745.2, 819932.2)"
13905, ,30/04/2019,Mong Kok,"No. 0039-0055, Golden Era Plaza, Sai Yee Street, Mong Kok, Kowloon",26,11,300,11700.0,@$39,Market,"(835745.2, 819932.2)"
13906, ,30/04/2019,To Kwa Wan,"No. 0003, 3 Yuk Yat Street , Yuk Yat Street, To Kwa Wan, Kowloon",6,C,239,3346.0,@$14,Market,"(837682.4, 820429.8)"
13907, ,30/04/2019,Hung Hom,"No. 0039, Hunghom Commercial Centre A, Ma Tau Wai Road, Hung Hom, Kowloon",4,11(portion),1200,23000.0,@$19,Market,"(837415, 819009)"
13908, ,30/04/2019,Fo Tan,"No. 0031-0041, Wah Lok Industrial Centre Block E, Shan Mei Street, Fo Tan, New Territories",18,3,925,12800.0,@$14,Market,"(837763, 828767)"
13909, ,30/04/2019,Fo Tan,"No. 0019-0025, Universal Industrial Centre, Shan Mei Street, Fo Tan, New Territories",4,G-H(07),268,6000.0,@$22,Market,"(837920, 828657)"
13910, ,30/04/2019,Sheung Shui,"No. 0188, Cambridge Plaza Block B, San Wan Road, Sheung Shui, New Territories",6,36,1854,25029.0,@$14,Market,"(830615, 840816)"
13911, ,30/04/2019,Sham Shui Po,"No. 0265-0271, Cheong Fat Factory Building, Un Chau Street, Sham Shui Po, Kowloon",1,B,3350,30000.0,@$9,Market,"(834278, 821903)"
13913, ,30/04/2019,Yuen Long,"Shop 28 on G/F, , Ho Shun Yee Building, No.0009 Fung Yau Street East, Yuen Long, New Territories",-,-,203,35000.0,@$172,Market,"(821653, 833734)"
13914, ,30/04/2019,Mong Kok,"No. 0039-0055, Golden Era Plaza, Sai Yee Street, Mong Kok, Kowloon",16,11B,290,11310.0,@$39,Market,"(835745.2, 819932.2)"
13915, ,30/04/2019,Mong Kok,"No. 0039-0055, Golden Era Plaza, Sai Yee Street, Mong Kok, Kowloon",17,16,330,12540.0,@$38,Market,"(835745.2, 819932.2)"
13916, ,30/04/2019,Mong Kok,"No. 0002, Ho King Commercial Centre, Fa Yuen Street, Mong Kok, Kowloon",8,5,159,6500.0,@$41,Market,"(835760, 819666)"
13917, ,30/04/2019,Wan Chai,"No. 0018, Jubilee Centre, Fenwick Street, Wan Chai, Hong Kong",19,4,1094,49230.0,@$45,Market,"(835617, 815551)"
13918, ,30/04/2019,Jordan,"No. 0555, Gemfair Commercial Building, Canton Road, Jordan, Kowloon",12,B,452,12000.0,@$27,Market,"(835277.40388, 819960.010609999)"
13919, ,30/04/2019,Wan Chai,"No. 0024-0034, 28 Hennessy Road, Hennessy Road, Wan Chai, Hong Kong",11,2,2305,168000.0,@$73,Land Registry,"(835887.07146, 815416.809)"
13920, ,28/05/2019,Kowloon City,"Shop 108B on , Kowloon City Plaza, No.0128 Carpenter Road, Kowloon City, Kowloon",-,-,344,17200.0,@$50,Market,"(837383.3, 821334.1)"
13921, ,28/05/2019,Wan Chai,"Shop  on G/F, G/F, No.0034 Sau Wa Fong, Wan Chai, Hong Kong",-,-,800,36000.0,@$45,Market,"(835532.37774, 815245.02248)"
13922, ,28/05/2019,Sham Shui Po,"Shop A on G/F, , Kwok Hong Building Podium, No.0094-0098 Lai Chi Kok Road, Sham Shui Po, Kowloon",-,-,1200,41400.0,@$35,Land Registry,"(833362.9631, 821867.770540001)"
13923, ,28/05/2019,Wan Chai,"No. 0008-0012, China Hong Kong Tower, Hennessy Road, Wan Chai, Hong Kong",22,WF,1641,59076.0,@$36,Market,"(835887.07146, 815416.809)"
13924, ,28/05/2019,Central,"No. 0062, Chung Hing Comm Bldg, Connaught Road Central, Central, Hong Kong",10,B02,322,11270.0,@$35,Market,"(833755.2, 816435.9)"
13925, ,28/05/2019,Wan Chai,"No. 0005, Shun Pont Commercial Building, Thomson Road, Wan Chai, Hong Kong",16,B,700,23800.0,@$34,Market,"(835642, 815373)"
13926, ,28/05/2019,San Po Kong,"No. 0019, Sheung Hei Factory Building, Sheung Hei Street, San Po Kong, Kowloon",7,3,800,11000.0,@$14,Market,"(838396, 822039)"
13927, ,28/05/2019,Tuen Mun,"No. 0015, Shan Ling Industrial Building, San On Street, Tuen Mun, New Territories",G-05,W/B,57000,450000.0,@$8,Market,"(815060, 828179)"
13928, ,28/05/2019,Fo Tan,"No. 0011, Power Industrial Building, Wo Heung Street, Fo Tan, New Territories",5,C,2260,36160.0,@$16,Market,"(838399, 828603)"
13929, ,27/05/2019,Central,"Shop  on G/F, , No.0002-0004 Shelley Street, Central, Hong Kong",-,-,2256,250000.0,@$111,Market,"(833718.53996, 815777.30948)"
13930, ,27/05/2019,Yuen Long,"Shop C on G/F, G/F, Kam Shing Budg, No.0162-0168 Yuen Long On Ning Road, Yuen Long, New Territories",-,-,1900,68000.0,@$36,Market,"(820634.61142, 834083.87311)"
13931, ,27/05/2019,Mong Kok,"No. 0039, Golden Hill Commercial Building, Argyle Street, Mong Kok, Kowloon",10,A,484,15000.0,@$31,Market,"(835410, 820041)"
13932, ,27/05/2019,Kwun Tong,"No. 0010, TG Place, Shing Yip Street, Kwun Tong, Kowloon",33,A05,183,17500.0,@$96,Market,"(841312, 819039)"
13933, ,27/05/2019,Sheung Wan,"No. 0359, Nan Dao Commercial Building, Queen's Road Central, Sheung Wan, Hong Kong",15,03B,697,16031.0,@$23,Land Registry,"(833438, 816375)"
13934, ,27/05/2019,Tsuen Wan,"No. 388, CDW Building, Castle Peak Road, Tsuen Wan, New Territories",10,2,2195,43900.0,@$20,Market,"(829700, 826244)"
13935, ,27/05/2019,Kwun Tong,"No. 0035, Fun Tower, Hung To Road, Kwun Tong, Kowloon",20,2,1800,45000.0,@$25,Market,"(840786, 819276)"
13936, ,27/05/2019,Fo Tan,"No. 0030-0032, Wah Yiu Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",9,10+11(portion),2022,24264.0,@$12,Market,"(838005, 828852)"
13937, ,27/05/2019,San Po Kong,"No. 0017, Success Industrial Building., Sheung Hei Street, San Po Kong, Kowloon",21,E,900,13800.0,@$15,Market,"(838410, 822057)"
