, ,instrument date,district,property,floor,unit,area_sq.ft.,price,price/sq.ft.,source,e_n
13938, ,27/05/2019,To Kwa Wan,"Shop A on G/F, & C/F, No.0028 Pak Tai Street, To Kwa Wan, Kowloon",-,-,2600,99000.0,@$38,Market,request_failed
13939, ,27/05/2019,Cheung Sha Wan,"No. 0650, China Shipbuilding Tower, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",11,06-09,3970,90000.0,@$23,Market,"(833353.25, 822044.59375)"
13940, ,11/06/2019,Central,"No. 0005, Henley Building, Queen's Road Central, Central, Hong Kong",32,WF,5789,810460.0,@$140,Market,"(834394, 815712)"
13941, ,11/06/2019,Tai Po,"No. 0057, Tai Ping Industrial Centre Block 1, Ting Kok Road, Tai Po, New Territories",15,B,10790,140270.0,@$13,Market,"(835308, 835287)"
13942, ,11/06/2019,Tai Kok Tsui,"No. 9, Walnut 9, Walnut Street, Tai Kok Tsui, Kowloon",9,8,369,11000.0,@$30,Market,"(834868.3125, 820451.84375)"
13943, ,11/06/2019,San Po Kong,"No. 0704, New Trend Centre, Prince Edward Road East, San Po Kong, Kowloon",13,2,1015,20300.0,@$20,Market,"(838518, 821705)"
13944, ,11/06/2019,Causeway Bay,"No. 0002-0020, Hang Lung Centre, Paterson Street, Causeway Bay, Hong Kong",19,6,431,30170.0,@$70,Market,"(837205, 815730)"
13945, ,11/06/2019,Yau Ma Tei,"No. 0574, Wofoo Commercial Building, Nathan Road, Yau Ma Tei, Kowloon",15,1,1215,36450.0,@$30,Market,"(835609, 819575)"
13946, ,11/06/2019,Sheung Wan,"No. 0168-0200, Shun Tak Centre, West Tower, Connaught Road Central, Sheung Wan, Hong Kong",37,11,3224,274040.0,@$85,Market,"(833718.547, 816460.895)"
13947, ,11/06/2019,Tai Kok Tsui,"No. 9, Walnut 9, Walnut Street, Tai Kok Tsui, Kowloon",7,1,564,14000.0,@$25,Market,"(834868.3125, 820451.84375)"
13948, ,11/06/2019,Shek Mun,"No. 1, Kings Wing Plaza 2, On Kwan Street, Shek Mun, New Territories",1,147,135,13000.0,@$96,Market,"(839502.7, 827757.8)"
13949, ,11/06/2019,Siu Sai Wan,"No. 0010, Yip Cheung Centre, Fung Yip Street, Siu Sai Wan, Hong Kong",5,D,1209,14800.0,@$12,Market,"(843278, 814313)"
13950, ,11/06/2019,Mei Foo,"Shop N23-N25 on G/F, , Mei Foo Sun Chuen Phase 5, No.0001-0024 Nassau Street, Mei Foo, New Territories",-,-,2400,400000.0,@$167,Market,"(832384, 822286)"
13951, ,11/06/2019,Admiralty,"Shop 2AA,2AB,2AC on , Lippo Tower, No.0089 Queensway, Admiralty, Hong Kong",-,-,1527,170000.0,@$111,Market,"(835211.04567, 815459.61239)"
13952, ,11/06/2019,Wan Chai,"No. 0056, Bank Of East Asia Harbour View Centre, Gloucester Road, Wan Chai, Hong Kong",8,B,4000,198800.0,@$50,Land Registry,"(835680, 815570)"
13953, ,11/06/2019,Kwun Tong,"No. 320-322, THE ICON, Kwun Tong Road, Kwun Tong, Kowloon",7,7,302,9000.0,@$30,Market,"(841154, 819323)"
13954, ,11/06/2019,Shek Mun,"No. 0003, Kings Wing Plaza 1, On Kwan Street, Shek Mun, New Territories",9,F,757,30280.0,@$40,Market,"(839502.7, 827757.8)"
13955, ,11/06/2019,Kwai Chung,"No. 58-76, Well Fung Industrial Centre, Ta Chuen Ping Street, Kwai Chung, New Territories",15,7,2272,25000.0,@$11,Market,"(832173, 825396)"
13960, ,09/07/2019,Wan Chai,"No. 0026, China Resources Building, Harbour Road, Wan Chai, Hong Kong",18,01-06,12444,808860.0,@$65,Market,"(836125, 815675)"
13961, ,09/07/2019,Sheung Wan,"No. 0035, Connaught Harbourfront House, Connaught Road West, Sheung Wan, Hong Kong",15,WF,1900,57000.0,@$30,Market,"(833363, 816548)"
13962, ,09/07/2019,Tsim Sha Tsui East,"No. 0100, Harbour Crystal Centre, Granville Road, Tsim Sha Tsui East, Kowloon",10,6,1679,61000.0,@$36,Market,"(836409, 817983)"
13963, ,09/07/2019,Tsim Sha Tsui Central,"No. 0073, New Landwide Commercial Building, Kimberley Road, Tsim Sha Tsui Central, Kowloon",9,03-04,700,18900.0,@$27,Market,"(836085, 818081)"
13964, ,09/07/2019,Tuen Mun,"No. 0006, Hang Wai Industrial Centre Block C, Kin Tai Street, Tuen Mun, New Territories",11,2,1546,15000.0,@$10,Market,"(814987, 828505)"
13965, ,09/07/2019,Tsuen Wan,"No. 18-22, Fu Yuen Industrial Building, Fui Yiu Kok Street, Tsuen Wan, New Territories",6,30,85,2000.0,@$24,Market,"(830119, 825240)"
13966, ,09/07/2019,Tsuen Wan,"No. 18-22, Fu Yuen Industrial Building, Fui Yiu Kok Street, Tsuen Wan, New Territories",6,22,85,2500.0,@$29,Market,"(830119, 825240)"
13967, ,09/07/2019,San Po Kong,"No. 0034, New Tech Plaza, Tai Yau Street, San Po Kong, Kowloon",28,18,905,13575.0,@$15,Market,"(838360, 821952)"
13968, ,09/07/2019,Kwai Chung,"No. 24-28, Fung King Industrial Building, Lam Tin Street, Kwai Chung, New Territories",G,W/F,10000,130000.0,@$13,Market,"(832261, 825544)"
13969, ,09/07/2019,Kwun Tong,"No. 0026, Westin Centre, Hung To Road, Kwun Tong, Kowloon",19,3,1741,31338.0,@$18,Market,"(840646, 819337)"
13970, ,09/07/2019,San Po Kong,"No. 0001, Pat Tat Industrial Building, Pat Tat Street, San Po Kong, Kowloon",20,W/F,6416,90000.0,@$14,Market,"(838490, 821989)"
13971, ,09/07/2019,Fo Tan,"No. 0018-0028, Leapont Centre, Wo Liu Hang Road, Fo Tan, New Territories",11,A(02),340,6200.0,@$18,Market,"(838306.90151, 828644.88844)"
13972, ,09/07/2019,Tsuen Wan,"No. 362, Fortune Commercial Building, Sha Tsui Road, Tsuen Wan, New Territories",17,03&05,714,17136.0,@$24,Market,"(830307, 825449)"
13973, ,09/07/2019,Tsim Sha Tsui,"Shop G01號舖,高層地下1號舖低層地下5-8 on , China Hong Kong City, No.0033 Canton Road, Tsim Sha Tsui, Kowloon",-,-,16831,2000000.0,@$119,Market,"(835393, 818038)"
13974, ,09/07/2019,Jordan,"Shop  on G/F, & C/L, No.0124 Temple Street, Jordan, Kowloon",-,-,1200,45000.0,@$38,Market,request_failed
13975, ,09/07/2019,Mong Kok,"Unit Unit 3 on 15/F, No.0001 Mong Kok Road, Mong Kok, Kowloon",-,-,780,21840.0,@$28,Market,"(835262.21875, 820164.15625)"
13976, ,09/07/2019,Mong Kok,"Shop D on G/F, , Cheong Kee House, No.0004 Sai Yeung Choi Street South, Mong Kok, Kowloon",-,-,912,260000.0,@$285,Market,"(835566.1448, 819993.38776)"
13977, ,09/07/2019,Kwun Tong,"No. 0006, Prosperity Place, Shing Yip Street, Kwun Tong, Kowloon",15,3,932,23766.0,@$26,Market,"(841291, 819066)"
13978, ,09/07/2019,Fo Tan,"No. 0002-0012, Valiant Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",4,F(03),176,4000.0,@$23,Market,"(838227, 828685)"
13979, ,09/07/2019,Fo Tan,"No. 0002-0012, Valiant Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",4,F(07),160,4000.0,@$25,Market,"(838227, 828685)"
13996, ,15/02/2019,Kowloon Bay,"No. 0008, Chevalier Commercial Centre, Wang Hoi Road, Kowloon Bay, Kowloon",12,1,1742,38324.0,@$22,Market,"(839809.4, 820269.3)"
13997, ,15/02/2019,San Po Kong,"No. 1, Midas Plaza, Tai Yau Street, San Po Kong, Kowloon",25,3,440,9800.0,@$22,Market,"(838596, 822188)"
13998, ,15/02/2019,Yau Tong,"No. 0011, Wah Lee Industrial Building, Sze Shan Street, Yau Tong, Kowloon",3,D,1964,19000.0,@$10,Market,"(842341, 817266)"
13999, ,15/02/2019,Wong Chuk Hang,"No. 0006, Yally Industrial Building, Yip Fat Street, Wong Chuk Hang, Hong Kong",1,D08,400,6600.0,@$17,Market,"(835348, 812193)"
14016, ,30/04/2019,Tsuen Wan,"No. 3, TML Tower, Hoi Shing Road, Tsuen Wan, New Territories",6,C01,2021,33000.0,@$16,Market,"(828987, 826048)"
14017, ,30/04/2019,Kwun Tong,"No. 0064, Yen Sheng Centre, Hoi Yuen Road, Kwun Tong, Kowloon",21,8,835,17535.0,@$21,Market,"(841271, 819088)"
14019, ,30/04/2019,Fo Tan,"No. 0019-0025, Universal Industrial Centre, Shan Mei Street, Fo Tan, New Territories",4,G-H(05),360,6300.0,@$18,Market,"(837920, 828657)"
14028, ,29/08/2019,Mong Kok,"No. 0001A, Pakpolee Commercial Centre, Sai Yeung Choi Street South, Mong Kok, Kowloon",17,1,565,22800.0,@$40,Market,"(835608, 819693)"
14029, ,29/08/2019,Causeway Bay,"No. 0489, Causeway Bay Plaza 1, Hennessy Road, Causeway Bay, Hong Kong",2,9,558,53010.0,@$95,Land Registry,"(836886, 815719.5)"
14030, ,29/08/2019,Central,"No. 0097, Welley Building, Wellington Street, Central, Hong Kong",2,A,1038,40000.0,@$39,Land Registry,"(833931, 816073)"
14031, ,29/08/2019,Tsuen Wan,"No. 0603-0609, Kong Nam Industrial Building B, Castle Peak Road, Tsuen Wan, New Territories",17,05B,1517,18000.0,@$12,Market,"(828790, 826024)"
14032, ,29/08/2019,Cheung Sha Wan,"No. 10, Billion Plaza 2, Cheung Yue Street, Cheung Sha Wan, Kowloon",17,A20,105,6000.0,@$57,Market,"(833582, 822007)"
14033, ,29/08/2019,Kwun Tong,"No. 0017, Fat Lee Industrial Building, Hung To Road, Kwun Tong, Kowloon",2,(30),210,3780.0,@$18,Market,"(840650, 819407)"
14034, ,29/08/2019,Kwun Tong,"No. 0017, Fat Lee Industrial Building, Hung To Road, Kwun Tong, Kowloon",2,(38),225,4500.0,@$20,Market,"(840650, 819407)"
14035, ,29/08/2019,Cheung Sha Wan,"No. 18, Precious Industrial Centre, Cheung Yue Street, Cheung Sha Wan, Kowloon",8,A816,261,6400.0,@$25,Market,"(833493, 822051)"
14036, ,29/08/2019,Tsing Yi,"No. 8, Epoch Industrial Building, Cheung Ho Street, Tsing Yi, New Territories",6,A&B,3898,35082.0,@$9,Market,"(829277, 823572)"
14037, ,29/08/2019,Fanling,"No. 0025, On Wui Centre, Lok Yip Road, Fanling, New Territories",2,12,1107,14391.0,@$13,Market,"(833050, 839347)"
14038, ,29/08/2019,San Po Kong,"No. 0192/0198, Wong King Industrial Building, Choi Hung Road, San Po Kong, Kowloon",9,D(06),162,2800.0,@$17,Market,"(838533, 822220)"
14039, ,29/08/2019,San Po Kong,"No. 0002/0004, Tontex Industrial Building, Sheung Hei Street, San Po Kong, Kowloon",11,B(03),198,4000.0,@$20,Market,"(838494, 822151)"
14048, ,03/09/2019,Kwun Tong,"No. 43-45, Core45, Tsun Yip Street, Kwun Tong, Kowloon",12,W/F,10265,184770.0,@$18,Market,"(840774.5625, 818982.21875)"
14049, ,03/09/2019,Tsuen Wan,"No. 50-56, Cheong Tai Industrial Building, Fui Yiu Kok Street, Tsuen Wan, New Territories",ROOF,B,410,7000.0,@$17,Market,"(830253, 825167)"
14050, ,03/09/2019,Cheung Sha Wan,"No. 0077, CEO Tower, Wing Hong Street, Cheung Sha Wan, Kowloon",18,1,1943,49800.0,@$26,Market,"(833421, 822271)"
14051, ,03/09/2019,Central,"No. 0139-0141, China Insurance Group Building, Des Voeux Road Central, Central, Hong Kong",8,3,1219,48000.0,@$39,Market,"(834014, 816277)"
14072, ,14/11/2018,San Po Kong,"No. 0009, Well Tech Centre, Pat Tat Street, San Po Kong, Kowloon",24,5,957,12441.0,@$13,Market,"(838538, 821956)"
14073, ,14/11/2018,Causeway Bay,"Unit  on 13/F, Ying Kong Mansion, No.0002-0006 Yee Wo Street, Causeway Bay, Hong Kong",-,-,2750,100000.0,@$36,Market,"(837274.98638, 815627.81074)"
14074, ,14/11/2018,Jordan,"No. 0029, 29 Austin Road, Austin Road, Jordan, Kowloon",2,03-04,1600,48000.0,@$30,Market,"(835663, 818280)"
14075, ,14/11/2018,Kowloon Bay,"No. 0039, Enterprise Square Three, Wang Chiu Road, Kowloon Bay, Kowloon",10,5,2430,60750.0,@$25,Market,"(839556, 820098)"
14076, ,14/11/2018,Causeway Bay,"No. 0025-0031, Chinachem Leighton Plaza, Leighton Road, Causeway Bay, Hong Kong",17,4,1204,38528.0,@$32,Land Registry,"(836804, 815367)"
14077, ,14/11/2018,Kowloon Bay,"No. 0009, Sino Industrial Plaza, Kai Cheung Road, Kowloon Bay, Kowloon",3,28,780,10920.0,@$14,Market,"(839191, 820732)"
14078, ,14/11/2018,San Po Kong,"No. 0034, New Tech Plaza, Tai Yau Street, San Po Kong, Kowloon",17,5,905,12670.0,@$14,Market,"(838360, 821952)"
14079, ,14/11/2018,Tai Kok Tsui,"No. 82-88, Silicon Tower, Larch Street, Tai Kok Tsui, Kowloon",13,3,681,10215.0,@$15,Market,"(834823, 820470)"
14082, ,11/10/2019,Kwun Tong,"No. 135-137, Rykadan Capital Tower, Hoi Bun Road, Kwun Tong, Kowloon",8,804,75,5500.0,@$73,Market,"(840473, 819300)"
14083, ,11/10/2019,Kwun Tong,"No. 135-137, Rykadan Capital Tower, Hoi Bun Road, Kwun Tong, Kowloon",8,809,130,13000.0,@$100,Market,"(840473, 819300)"
14084, ,11/10/2019,Kwun Tong,"No. 135-137, Rykadan Capital Tower, Hoi Bun Road, Kwun Tong, Kowloon",7,8,176,18000.0,@$102,Market,"(840473, 819300)"
14085, ,11/10/2019,Kwai Chung,"No. 78-84, Fabrico Industrial Building, Kwai Cheong Road, Kwai Chung, New Territories",9,6,937,13000.0,@$14,Market,"(831659, 824771)"
14086, ,11/10/2019,Sheung Wan,"No. 0077, Ovest, Wing Lok Street, Sheung Wan, Hong Kong",9,2,896,34944.0,@$39,Market,"(833842, 816504)"
14087, ,11/10/2019,Causeway Bay,"No. 0489, Causeway Bay Plaza 1, Hennessy Road, Causeway Bay, Hong Kong",2,06A&07A,432,64800.0,@$150,Land Registry,"(836886, 815719.5)"
14088, ,11/10/2019,Kwun Tong,"No. 0036, Ricky Centre, Chong Yip Street, Kwun Tong, Kowloon",9,1,839,19000.0,@$23,Market,"(840627, 819482)"
14089, ,11/10/2019,Tsuen Wan,"No. 66-82, Golden Bear Industrial Centre, Chai Wan Kok Street, Tsuen Wan, New Territories",15,E,4135,33000.0,@$8,Market,"(829198, 825911)"
14090, ,11/10/2019,Cheung Sha Wan,"No. 51-53, Fashion Centre, Wing Hong Street, Cheung Sha Wan, Kowloon",9,2,1012,18000.0,@$18,Market,"(833251, 822205)"
14091, ,11/10/2019,Kwun Tong,"No. 135-137, Rykadan Capital Tower, Hoi Bun Road, Kwun Tong, Kowloon",8,810,130,13000.0,@$100,Market,"(840473, 819300)"
14092, ,11/10/2019,Kwun Tong,"No. 135-137, Rykadan Capital Tower, Hoi Bun Road, Kwun Tong, Kowloon",8,822,110,13000.0,@$118,Market,"(840473, 819300)"
14093, ,11/10/2019,Kwun Tong,"No. 135-137, Rykadan Capital Tower, Hoi Bun Road, Kwun Tong, Kowloon",8,831,95,5500.0,@$58,Market,"(840473, 819300)"
14144, ,18/03/2019,Kwun Tong,"No. 0472-0484, Kwun Tong Industrial Centre Block 1, Kwun Tong Road, Kwun Tong, Kowloon",6,"T,U(19)",245,4900.0,@$20,Market,"(841478, 819101)"
14145, ,18/03/2019,Cheung Sha Wan,"No. 2, Ka To Factory Building, Cheung Yue Street, Cheung Sha Wan, Kowloon",6,C02,1677,26832.0,@$16,Market,"(833515, 821929)"
14146, ,18/03/2019,Shek Mun,"No. 0003, Kings Wing Plaza 1, On Kwan Street, Shek Mun, New Territories",2,230,1618,65000.0,@$40,Market,"(839502.7, 827757.8)"
14147, ,18/03/2019,Kwai Chung,"No. 18, Hutchison Logistics Centre, Container Port Road, Kwai Chung, New Territories",3,01B,35078,431459.0,@$12,Land Registry,"(830981, 822426)"
14148, ,18/03/2019,Yuen Long Industrial Estate,"No. 0035, Asano Dyeing Co (HK) Ltd, Wang Lok Street, Yuen Long Industrial Estate, New Territories",G,W/F,39831,219000.0,@$6,Land Registry,"(836819, 835216)"
14149, ,18/03/2019,Mong Kok,"Shop  on G/F, , No.0112 Tung Choi Street, Mong Kok, Kowloon",-,-,1450,145000.0,@$100,Market,"(835660.59375, 819806.90625)"
14150, ,18/03/2019,Causeway Bay,"Shop  on G/F, , No.0016 Pak Sha Road, Causeway Bay, Hong Kong",-,-,1392,300000.0,@$216,Market,"(837006.98314, 815575.13442)"
14151, ,18/03/2019,Shau Kei Wan,"Shop 58 on G/F, , Aldrich Garden, No.0002 Oi Lai Street, Shau Kei Wan, Hong Kong",-,-,1050,96000.0,@$91,Market,"(841628.4, 815741.1)"
14152, ,18/03/2019,Sheung Shui,"Shop 215 on , Landmark North, No.0039 Lung Sum Avenue, Sheung Shui, New Territories",-,-,318,120840.0,@$380,Land Registry,"(831221.2, 840334.6)"
14153, ,18/03/2019,Central,"No. 0034, World-Wide Commercial Building, Wyndham Street, Central, Hong Kong",1,WF,2057,65000.0,@$32,Land Registry,"(834039, 815685)"
14154, ,18/03/2019,Central,"No. 0049, Hilltop Plaza, Hollywood Road, Central, Hong Kong",8,B,593,18000.0,@$30,Market,"(833818, 815989)"
14155, ,18/03/2019,Tai Kok Tsui,"No. 0008, Folkland Mansion, Walnut Street, Tai Kok Tsui, Kowloon",1,8,407,8954.0,@$22,Market,"(834868.3125, 820451.84375)"
14156, ,18/03/2019,Kwai Chung,"No. 58-76, Well Fung Industrial Centre, Ta Chuen Ping Street, Kwai Chung, New Territories",13,07A,1072,13000.0,@$12,Market,"(832173, 825396)"
14157, ,18/03/2019,Tuen Mun,"No. 3, Winfield Industrial Building, Kin Kwan Street, Tuen Mun, New Territories",6,E,3698,31000.0,@$8,Market,"(814855, 828578)"
14158, ,18/03/2019,Fo Tan,"No. 0030-0032, Wah Yiu Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",13,3,1322,16500.0,@$12,Market,"(838005, 828852)"
14159, ,18/03/2019,San Po Kong,"No. 0034, New Tech Plaza, Tai Yau Street, San Po Kong, Kowloon",11,2,1385,24930.0,@$18,Market,"(838360, 821952)"
14160, ,19/07/2019,Cheung Sha Wan,"No. 883, Elite Industrial Centre, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",4,5,1736,26040.0,@$15,Market,"(833241, 821962)"
14161, ,19/07/2019,Fo Tan,"No. 0030-0032, Wah Yiu Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",8,1,1249,15000.0,@$12,Market,"(838005, 828852)"
14162, ,19/07/2019,Kwun Tong,"No. 0018, New East Sun Industrial Building, Shing Yip Street, Kwun Tong, Kowloon",7,63,62,1700.0,@$27,Market,"(841334, 818934)"
14163, ,19/07/2019,Kwai Chung,"ATL-B (Asia Terminals Centre), Container Terminal 3, Kwai Chung, New Territories",4,E16-E19,25379,431443.0,@$17,Land Registry,"(830925, 822691)"
14164, ,19/07/2019,Sham Shui Po,"Shop 233 (233-235) on G/F, G/F, No.0233-0239 Cheung Sha Wan Road, Sham Shui Po, Kowloon",-,-,1450,120000.0,@$83,Market,"(833353.25, 822044.59375)"
14165, ,19/07/2019,Tsim Sha Tsui,"Shop B on G/F, & 1/F, Majestic House, No.0080 Nathan Road, Tsim Sha Tsui, Kowloon",-,-,1200,260000.0,@$217,Market,"(835805, 817738)"
14166, ,19/07/2019,Kwun Tong,"No. 0088, Ray Centre, Hung To Road, Kwun Tong, Kowloon",6,B,2150,25800.0,@$12,Market,"(841182, 818756)"
14167, ,19/07/2019,Tsim Sha Tsui Central,"No. 0053, Katherine House, Chatham Road South, Tsim Sha Tsui Central, Kowloon",1,WF,4565,175000.0,@$38,Market,"(836240.21875, 818086.34375)"
14180, ,15/10/2019,Mong Kok,"No. 0610, Hollywood Plaza, Nathan Road, Mong Kok, Kowloon",16,3,836,29260.0,@$35,Market,"(835581, 819770)"
14181, ,15/10/2019,Kwun Tong,"No. 0165, SML Tower, Hoi Bun Road, Kwun Tong, Kowloon",3,W/F,12500,275000.0,@$22,Market,"(840652, 819095)"
14182, ,15/10/2019,Shek Mun,"No. 0011, Corporation Park, On Lai Street, Shek Mun, New Territories",7,6,700,11200.0,@$16,Market,"(839415, 827822)"
14183, ,15/10/2019,Shek Mun,"No. 0002, Metropole Square, On Yiu Street, Shek Mun, New Territories",28,19,1219,26818.0,@$22,Market,"(839481, 827868)"
14184, ,15/10/2019,Tsuen Wan,"No. 69, Wang Cheong Enterprises Centre, Chai Wan Kok Street, Tsuen Wan, New Territories",12,7,1157,15000.0,@$13,Market,"(829227, 825994)"
14185, ,15/10/2019,Kwai Chung,"No. 81-83, Sang Hing Industrial Building, Ta Chuen Ping Street, Kwai Chung, New Territories",7,A,3300,85800.0,@$26,Market,"(832214, 825471)"
14186, ,15/10/2019,Tsuen Wan,"No. 459-469, Wah Lik Industrial Centre, Castle Peak Road, Tsuen Wan, New Territories",3,I,1440,14000.0,@$10,Market,"(829448, 826212)"
14187, ,15/10/2019,Fo Tan,"No. 0057-0059, Leader Industrial Centre, Au Pui Wan Street, Fo Tan, New Territories",7,3,821,10500.0,@$13,Market,"(837902, 828875)"
14216, ,27/09/2019,Tsuen Wan,"Shop 1009 on LEVEL 1, Discovery Park, No.0398 Castle Peak Road, Tsuen Wan, New Territories",-,-,840,90000.0,@$107,Market,"(829537, 826342)"
14217, ,27/09/2019,Wan Chai,"No. 0019, Kam Chung Commercial Building, Hennessy Road, Wan Chai, Hong Kong",9,WF,1040,22880.0,@$22,Market,"(835536, 815451)"
14218, ,27/09/2019,Tin Wan,"No. 0009, Sun Ying Industrial Centre, Tin Wan Close, Tin Wan, Hong Kong",11,A,2318,35000.0,@$15,Market,"(833408, 812369)"
14219, ,27/09/2019,Tsuen Wan,"No. 3, TML Tower, Hoi Shing Road, Tsuen Wan, New Territories",30,W/F,38582,1040000.0,@$27,Market,"(828987, 826048)"
14252, ,15/07/2019,Kowloon Bay,"No. 8, Megacube, Wang Kwong Road, Kowloon Bay, Kowloon",8,8,783,17000.0,@$22,Market,"(839239, 820592)"
14253, ,15/07/2019,Kwai Chung,"No. 49-53, Vigor Industrial Building II, Ta Chuen Ping Street, Kwai Chung, New Territories",4,E,4014,38133.0,@$10,Market,"(832003, 825421)"
14254, ,15/07/2019,Cheung Sha Wan,"No. 0041, Wui Wah Factory Building, Wing Hong Street, Cheung Sha Wan, Kowloon",3,C(39),189,3700.0,@$20,Market,"(833194, 822209)"
14255, ,15/07/2019,Cheung Sha Wan,"No. 650, China Shipbuilding Tower, Cheung Sha Wan Road, Cheung Sha Wan, Kowloon",12,7,991,27253.0,@$28,Market,"(833353.25, 822044.59375)"
14260, ,30/07/2019,Yau Ma Tei,"Shop  on M/F, No.0475-0475A Nathan Road, Yau Ma Tei, Kowloon",-,-,1000,36000.0,@$36,Market,"(835619, 819269)"
14262, ,30/07/2019,North Point,"No. 0009-0023, Seabright Plaza, Shell Street, North Point, Hong Kong",16,D,715,24000.0,@$34,Market,"(837832, 816435)"
14263, ,30/07/2019,North Point,"No. 0117, Carson Mansion, King's Road, North Point, Hong Kong",2,245,324,9000.0,@$28,Market,"(837858.747, 816515.392)"
14264, ,30/07/2019,Central,"No. 0003, ICBC Tower (Garden Road), Garden Road, Central, Hong Kong",25,6,2519,340065.0,@$135,Market,"(834636, 815510)"
14265, ,30/07/2019,Central,"No. 0029, LKF 29, Wyndham Street, Central, Hong Kong",16,WF,2224,100080.0,@$45,Land Registry,"(834101.60346, 815730.41351)"
14266, ,30/07/2019,Kwun Tong,"No. 0388, Millennium City 1 Tower 1, Kwun Tong Road, Kwun Tong, Kowloon",17,15-18,4780,138620.0,@$29,Market,"(840841, 819441)"
14267, ,30/07/2019,Tuen Mun,"No. 0003, Tak Wing Industrial Building, Tsun Wen Road, Tuen Mun, New Territories",5,D08,182,2600.0,@$14,Market,"(815110, 828521)"
14268, ,30/07/2019,Tuen Mun,"No. 0003, Tak Wing Industrial Building, Tsun Wen Road, Tuen Mun, New Territories",7,B(07),463,7800.0,@$17,Market,"(815110, 828521)"
14269, ,30/07/2019,Tuen Mun,"No. 0003, Tak Wing Industrial Building, Tsun Wen Road, Tuen Mun, New Territories",11,C05,246,4200.0,@$17,Market,"(815110, 828521)"
14270, ,30/07/2019,Sheung Shui,"No. 0039, Landmark North, Lung Sum Avenue, Sheung Shui, New Territories",7,10,1912,55448.0,@$29,Land Registry,"(831324, 844187)"
14271, ,30/07/2019,Wan Chai,"No. 0300, Kiu Fu Commercial Building, Lockhart Road, Wan Chai, Hong Kong",22,WF,2135,64050.0,@$30,Land Registry,"(836347, 815532)"
14332, ,10/01/2019,Kwun Tong,"No. 0059, King Yip Factory Building, King Yip Street, Kwun Tong, Kowloon",6,A06,410,8000.0,@$20,Market,"(841344, 818880)"
14333, ,10/01/2019,Kwai Chung,"No. 0007-0011, Kwai Chung Plaza, Kwai Foo Road, Kwai Chung, New Territories",1,1103,150,31950.0,@$213,Market,"(831197, 824334)"
14334, ,10/01/2019,Tsuen Wan,"No. 66-82, Golden Bear Industrial Centre, Chai Wan Kok Street, Tsuen Wan, New Territories",16,B,5977,53793.0,@$9,Market,"(829198, 825911)"
14335, ,10/01/2019,Tsuen Wan,"No. 66-82, Golden Bear Industrial Centre, Chai Wan Kok Street, Tsuen Wan, New Territories",17,E,4135,37215.0,@$9,Market,"(829198, 825911)"
